quiz,submission_id,submission_date,submission_time,coursera_user_id,Q01v1,Q01v2,Q01v3,Q01_corr,Q02v1,Q02v2,Q02_corr,Q03v1,Q03v2,Q03v3,Q03v4,Q03_corr,Q04v1,Q04v2,Q04v3,Q04v4,Q04v5,Q04v6,Q04v7,Q04_corr,Q05,Q05_corr,Q06v1,Q06v2,Q06_corr,Q07v1,Q07v2,Q07v3,Q07v4,Q07v5,Q07_corr,Q08v1,Q08v2,Q08v3,Q08v4,Q08_corr,Q09v1,Q09v2,Q09v3,Q09_corr,Q10v1,Q10v2,Q10_corr,Q11v1,Q11v2,Q11v3,Q11_corr,Q12v1,Q12v2,Q12v3,Q12_corr,Q13,Q13_corr,Q14,Q14_corr,Q15v1,Q15v2,Q15v3,Q15_corr,Q16,Q16_corr,Q17,Q17_corr,Q18v1,Q18v2,Q18_corr,Q19,Q19_corr,Q20,Q20_corr
W04Q01,19638,21-Sep-13,6:02:00 PM,4188190,9997,9997,1,1,1,9997,1,1,9997,9997,9997,1,9997,9997,1,9997,9997,9997,9997,1,1,1,9997,1,1,9997,1,9997,9997,9997,1,3,9997,9997,9997,0,9997,1,9997,1,9997,1,1,1,9997,9997,1,1,9997,9997,1,1,1,1,1,9997,1,9997,1,1,1,1,1,1,9997,1,2,1,5,0
W04Q01,19640,21-Sep-13,6:05:00 PM,3854713,9997,1,9997,1,9997,1,1,9997,9997,1,9997,1,1,9997,9997,9997,9997,9997,9997,1,1,1,1,9997,1,9997,9997,9997,9997,2,0,9997,1,9997,9997,1,9997,1,9997,1,4,9997,0,9997,2,9997,0,9997,9997,1,1,4,0,1,1,9997,9997,1,1,5,0,1,1,5,9997,0,3,1,4,0
W04Q01,19647,21-Sep-13,6:21:00 PM,4361281,9997,9997,1,1,9997,1,1,9997,1,9997,9997,1,9997,1,9997,9997,9997,9997,9997,1,1,1,9997,2,0,9997,9997,9997,9997,1,1,1,9997,9997,9997,1,9997,1,9997,1,9997,1,1,9997,1,9997,1,1,9997,9997,1,1,1,1,1,9997,9997,1,1,1,1,1,1,9997,1,1,2,1,4,0
W04Q01,19649,21-Sep-13,6:25:00 PM,4558219,9997,9997,1,1,9997,1,1,1,9997,9997,9997,1,9997,1,9997,9997,9997,9997,9997,1,1,1,1,9997,1,9997,9997,9997,1,9997,1,9997,9997,9997,5,0,1,9997,9997,1,1,9997,1,9997,9997,5,0,1,9997,9997,1,1,1,1,1,9997,1,9997,1,1,1,1,1,9997,1,1,1,1,1,1
W04Q01,19650,21-Sep-13,6:25:00 PM,4414458,9997,9997,2,0,1,9997,1,1,9997,9997,9997,1,9997,9997,1,9997,9997,9997,9997,1,1,1,5,9997,0,9997,9997,9997,1,9997,1,9997,9997,9997,5,0,9997,9997,1,1,9997,4,0,1,9997,9997,1,1,9997,9997,1,1,1,1,1,9997,9997,1,1,3,0,1,1,9997,5,0,1,1,2,0
W04Q01,19651,21-Sep-13,6:26:00 PM,4318129,9997,9997,1,1,9997,1,1,9997,9997,1,9997,1,9997,1,9997,9997,9997,9997,9997,1,1,1,9997,1,1,9997,9997,1,9997,9997,1,9997,9997,1,9997,1,9997,1,9997,1,9997,1,1,1,9997,9997,1,9997,9997,1,1,1,1,2,0,9997,1,9997,1,1,1,1,1,9997,1,1,1,1,4,0
W04Q01,19658,21-Sep-13,6:46:00 PM,2679923,9997,1,9997,1,1,9997,1,9997,9997,9997,1,1,9997,9997,9997,1,9997,9997,9997,1,1,1,9997,1,1,9997,9997,9997,9997,1,1,9997,9997,9997,1,1,9997,1,9997,1,2,9997,0,9997,9997,1,1,1,9997,9997,1,1,1,1,1,9997,9997,1,1,1,1,2,0,1,9997,1,1,1,3,0
W04Q01,19659,21-Sep-13,6:48:00 PM,4170419,9997,1,9997,1,1,9997,1,9997,9997,1,9997,1,9997,9997,9997,9997,9997,5,9997,0,1,1,9997,1,1,9997,1,9997,9997,9997,1,9997,9997,9997,5,0,1,9997,9997,1,9997,1,1,9997,1,9997,1,9997,9997,1,1,1,1,3,0,9997,9997,1,1,1,1,1,1,9997,1,1,1,1,2,0
W04Q01,19662,21-Sep-13,6:52:00 PM,4392752,1,9997,9997,1,1,9997,1,9997,2,9997,9997,0,9997,9997,9997,9997,9997,9997,1,1,1,1,1,9997,1,1,9997,9997,9997,9997,1,9997,3,9997,9997,0,9997,9997,2,0,1,9997,1,1,9997,9997,1,1,9997,9997,1,1,1,1,1,1,9997,9997,1,1,1,1,1,3,9997,0,2,1,4,0
W04Q01,19663,21-Sep-13,6:55:00 PM,4180347,9997,9997,1,1,1,9997,1,9997,1,9997,9997,1,3,9997,9997,9997,9997,9997,9997,0,1,1,1,9997,1,9997,9997,1,9997,9997,1,9997,1,9997,9997,1,9997,1,9997,1,1,9997,1,9997,1,9997,1,9997,9997,1,1,1,1,1,1,9997,9997,1,1,1,1,1,1,1,9997,1,4,1,2,0
W04Q01,19666,21-Sep-13,6:58:00 PM,4079953,9997,9997,1,1,1,9997,1,9997,9997,1,9997,1,9997,1,9997,9997,9997,9997,9997,1,1,1,1,9997,1,9997,1,9997,9997,9997,1,9997,2,9997,9997,0,5,9997,9997,0,9997,1,1,1,9997,9997,1,9997,1,9997,1,1,1,1,1,9997,9997,1,1,1,1,1,1,1,9997,1,1,1,4,0
W04Q01,19667,21-Sep-13,6:58:00 PM,4359056,1,9997,9997,1,1,9997,1,9997,9997,9997,1,1,1,9997,9997,9997,9997,9997,9997,1,1,1,9997,1,1,9997,9997,9997,5,9997,0,9997,9997,1,9997,1,1,9997,9997,1,2,9997,0,1,9997,9997,1,9997,1,9997,1,1,1,1,1,9997,1,9997,1,1,1,1,1,9999,9999,0,2,1,3,0
W04Q01,19669,21-Sep-13,7:02:00 PM,1718879,1,9997,9997,1,9997,1,1,1,9997,9997,9997,1,9997,9997,9997,9997,9997,9997,1,1,1,1,9997,1,1,9997,9997,9997,9997,2,0,9997,9997,9997,1,1,1,9997,9997,1,9997,1,1,9997,1,9997,1,1,9997,9997,1,1,1,1,1,9997,9997,1,1,1,1,1,1,9997,1,1,1,1,1,1
W04Q01,19672,21-Sep-13,7:08:00 PM,3158949,9997,9997,1,1,1,9997,1,9997,9997,9997,4,0,9997,9997,9997,9997,9997,1,9997,1,1,1,1,9997,1,9997,9997,9997,9997,1,1,1,9997,9997,9997,1,9997,1,9997,1,1,9997,1,9997,1,9997,1,9997,1,9997,1,1,1,1,1,9997,1,9997,1,1,1,1,1,2,9997,0,2,1,1,1
W04Q01,19674,21-Sep-13,7:17:00 PM,4471907,9997,4,9997,0,1,9997,1,9997,9997,9997,5,0,9997,9997,9997,3,9997,9997,9997,0,2,0,1,9997,1,9997,9997,9997,9997,3,0,9999,9999,9999,9999,0,9997,2,9997,0,9997,3,0,4,9997,9997,0,1,9997,9997,1,4,0,2,0,9997,3,9997,0,1,1,2,0,3,9997,0,4,1,2,0
W04Q01,19676,21-Sep-13,7:23:00 PM,3216281,9997,4,9997,0,1,9997,1,9997,1,9997,9997,1,9999,9999,9999,9999,9999,9999,9999,0,9999,0,1,9997,1,2,9997,9997,9997,9997,0,3,9997,9997,9997,0,9997,9997,3,0,9997,4,0,9997,1,9997,1,9997,9997,2,0,1,1,2,0,1,9997,9997,1,1,1,1,1,9997,1,1,1,1,3,0
W04Q01,19681,21-Sep-13,7:40:00 PM,4257903,9997,1,9997,1,9997,1,1,9997,9997,1,9997,1,9997,9997,1,9997,9997,9997,9997,1,1,1,1,9997,1,9997,9997,1,9997,9997,1,9997,9997,9997,1,1,9997,1,9997,1,9997,1,1,9997,9997,1,1,1,9997,9997,1,1,1,1,1,1,9997,9997,1,1,1,1,1,2,9997,0,4,1,4,0
W04Q01,19684,21-Sep-13,7:45:00 PM,4564907,9997,1,9997,1,9997,1,1,9997,9997,1,9997,1,1,9997,9997,9997,9997,9997,9997,1,1,1,9997,1,1,9997,9997,9997,1,9997,1,9997,1,9997,9997,1,9997,1,9997,1,9997,2,0,9997,9997,1,1,9997,9997,1,1,1,1,1,1,9997,1,9997,1,1,1,1,1,5,9997,0,1,1,5,0
W04Q01,19686,21-Sep-13,7:52:00 PM,2813088,1,9997,9997,1,9997,1,1,9997,9997,9997,5,0,9997,9997,9997,9997,1,9997,9997,1,1,1,9997,1,1,9997,1,9997,9997,9997,1,9997,2,9997,9997,0,9997,1,9997,1,4,9997,0,2,9997,9997,0,1,9997,9997,1,1,1,1,1,1,9997,9997,1,1,1,2,0,9997,5,0,5,1,2,0
W04Q01,19691,21-Sep-13,8:06:00 PM,3691409,1,9997,9997,1,1,9997,1,9997,9997,1,9997,1,1,9997,9997,9997,9997,9997,9997,1,1,1,4,9997,0,9997,9997,1,9997,9997,1,2,9997,9997,9997,0,9997,1,9997,1,9997,4,0,2,9997,9997,0,9997,9997,1,1,1,1,1,1,1,9997,9997,1,1,1,1,1,9997,5,0,1,1,4,0
W04Q01,19692,21-Sep-13,8:14:00 PM,1636259,9997,1,9997,1,1,9997,1,9997,9997,1,9997,1,9997,9997,9997,9997,1,9997,9997,1,1,1,9997,1,1,9997,9997,1,9997,9997,1,9997,9997,1,9997,1,9997,9997,1,1,9997,1,1,1,9997,9997,1,9997,1,9997,1,1,1,1,1,1,9997,9997,1,1,1,5,0,9997,1,1,2,1,1,1
W04Q01,19693,21-Sep-13,8:14:00 PM,2976924,1,9997,9997,1,1,9997,1,9997,9997,1,9997,1,9997,9997,9997,1,9997,9997,9997,1,1,1,9997,1,1,9997,9997,9997,1,9997,1,9997,9997,9997,5,0,9997,1,9997,1,1,9997,1,9997,1,9997,1,9997,9997,1,1,1,1,1,1,9997,1,9997,1,1,1,1,1,1,9997,1,1,1,1,1
W04Q01,19695,21-Sep-13,8:17:00 PM,4258959,9997,9997,1,1,1,9997,1,9997,1,9997,9997,1,9997,9997,9997,9997,9997,9997,3,0,1,1,5,9997,0,9997,9997,9997,1,9997,1,9997,9997,1,9997,1,9997,9997,1,1,4,9997,0,9997,9997,5,0,9997,1,9997,1,1,1,1,1,9997,3,9997,0,1,1,1,1,9997,5,0,1,1,3,0
W04Q01,19697,21-Sep-13,8:22:00 PM,4289108,1,9997,9997,1,9997,1,1,9997,9997,1,9997,1,9997,9997,9997,9997,1,9997,9997,1,1,1,1,9997,1,9997,9997,9997,9997,1,1,3,9997,9997,9997,0,9997,9997,1,1,4,9997,0,9997,9997,5,0,5,9997,9997,0,1,1,1,1,9997,9997,1,1,1,1,2,0,9997,5,0,1,1,2,0
W04Q01,19699,21-Sep-13,8:27:00 PM,4528174,9997,1,9997,1,9997,1,1,1,9997,9997,9997,1,4,9997,9997,9997,9997,9997,9997,0,1,1,1,9997,1,9997,9997,1,9997,9997,1,2,9997,9997,9997,0,9997,9997,1,1,9997,2,0,9997,9997,1,1,9997,1,9997,1,1,1,1,1,1,9997,9997,1,1,1,1,1,9997,1,1,2,1,4,0
W04Q01,19700,21-Sep-13,8:27:00 PM,2339029,9997,9997,1,1,1,9997,1,9997,9997,9997,4,0,9997,9997,9997,9997,9997,1,9997,1,1,1,9997,1,1,9997,9997,1,9997,9997,1,9997,1,9997,9997,1,1,9997,9997,1,2,9997,0,1,9997,9997,1,9997,9997,1,1,1,1,1,1,1,9997,9997,1,1,1,1,1,9997,1,1,1,1,4,0
W04Q01,19706,21-Sep-13,8:44:00 PM,3824648,1,9997,9997,1,9997,1,1,1,9997,9997,9997,1,9997,1,9997,9997,9997,9997,9997,1,1,1,9997,4,0,9997,9997,9997,1,9997,1,9997,1,9997,9997,1,9997,1,9997,1,9997,5,0,1,9997,9997,1,1,9997,9997,1,1,1,3,0,1,9997,9997,1,1,1,1,1,5,9997,0,1,1,4,0
W04Q01,19707,21-Sep-13,8:45:00 PM,2106879,9997,9997,1,1,9997,1,1,9997,9997,1,9997,1,9997,9997,9997,9997,9997,9997,5,0,1,1,1,9997,1,9997,9997,9997,4,9997,0,9997,9997,2,9997,0,9997,9997,3,0,1,9997,1,4,9997,9997,0,2,9997,9997,0,1,1,1,1,9997,1,9997,1,1,1,5,0,9997,1,1,4,1,4,0
W04Q01,19710,21-Sep-13,8:46:00 PM,1479168,9997,1,9997,1,9997,1,1,9997,9997,1,9997,1,1,9997,9997,9997,9997,9997,9997,1,1,1,9997,4,0,9997,9997,1,9997,9997,1,9997,9997,1,9997,1,1,9997,9997,1,2,9997,0,9997,1,9997,1,1,9997,9997,1,1,1,1,1,9997,3,9997,0,5,0,1,1,9997,1,1,1,1,3,0
W04Q01,19714,21-Sep-13,9:24:00 PM,3765357,1,9997,9997,1,1,9997,1,2,9997,9997,9997,0,9997,9997,9997,9997,1,9997,9997,1,1,1,9997,2,0,9997,1,9997,9997,9997,1,9997,9997,1,9997,1,1,9997,9997,1,9997,1,1,9997,1,9997,1,9997,1,9997,1,1,1,1,1,1,9997,9997,1,1,1,1,1,9997,1,1,1,1,4,0
W04Q01,19717,21-Sep-13,9:38:00 PM,4124767,9997,9997,2,0,9997,1,1,9997,1,9997,9997,1,9997,9997,9997,1,9997,9997,9997,1,4,0,3,9997,0,9997,1,9997,9997,9997,1,1,9997,9997,9997,1,9997,9997,1,1,3,9997,0,9997,1,9997,1,9997,1,9997,1,1,1,3,0,9997,5,9997,0,4,0,2,0,5,9997,0,2,1,3,0
W04Q01,19720,21-Sep-13,9:45:00 PM,4468683,1,9997,9997,1,1,9997,1,9997,9997,9997,4,0,9997,9997,9997,9997,9997,1,9997,1,1,1,1,9997,1,1,9997,9997,9997,9997,1,9997,9997,1,9997,1,1,9997,9997,1,1,9997,1,9997,1,9997,1,1,9997,9997,1,1,1,1,1,9997,1,9997,1,1,1,1,1,1,9997,1,3,1,4,0
W04Q01,19724,21-Sep-13,10:05:00 PM,4306314,9997,1,9997,1,1,9997,1,9997,1,9997,9997,1,9997,1,9997,9997,9997,9997,9997,1,1,1,9997,1,1,1,9997,9997,9997,9997,1,1,9997,9997,9997,1,9997,1,9997,1,4,9997,0,9997,9997,5,0,9997,9997,1,1,3,0,1,1,1,9997,9997,1,1,1,4,0,5,9997,0,1,1,3,0
W04Q01,19725,21-Sep-13,10:18:00 PM,1331737,9997,9997,1,1,1,9997,1,9997,1,9997,9997,1,9997,9997,9997,9997,9997,9997,1,1,1,1,1,9997,1,9997,1,9997,9997,9997,1,1,9997,9997,9997,1,1,9997,9997,1,9997,1,1,9997,1,9997,1,9997,9997,1,1,1,1,1,1,9997,9997,1,1,1,1,1,1,1,9997,1,3,1,4,0
W04Q01,19727,21-Sep-13,10:32:00 PM,1961019,1,9997,9997,1,9997,1,1,1,9997,9997,9997,1,9997,9997,1,9997,9997,9997,9997,1,1,1,1,9997,1,9997,9997,1,9997,9997,1,9997,9997,1,9997,1,9997,1,9997,1,9997,1,1,1,9997,9997,1,1,9997,9997,1,1,1,1,1,9997,9997,1,1,1,1,1,1,9997,1,1,2,1,4,0
W04Q01,19728,21-Sep-13,10:33:00 PM,4470690,1,9997,9997,1,9997,1,1,9997,1,9997,9997,1,9997,9997,1,9997,9997,9997,9997,1,1,1,1,9997,1,9997,1,9997,9997,9997,1,9997,9997,1,9997,1,9997,1,9997,1,9997,1,1,9997,9997,4,0,9997,1,9997,1,1,1,1,1,9997,9997,1,1,1,1,1,1,1,9997,1,1,1,4,0
W04Q01,19730,21-Sep-13,10:35:00 PM,3057158,1,9997,9997,1,1,9997,1,9997,1,9997,9997,1,1,9997,9997,9997,9997,9997,9997,1,1,1,1,9997,1,1,9997,9997,9997,9997,1,1,9997,9997,9997,1,1,9997,9997,1,1,9997,1,9997,1,9997,1,9997,1,9997,1,1,1,1,1,9997,1,9997,1,1,1,1,1,1,9997,1,1,1,4,0
W04Q01,19735,21-Sep-13,10:55:00 PM,2606892,9997,9997,1,1,1,9997,1,9997,1,9997,9997,1,9997,9997,9997,9997,9997,1,9997,1,1,1,9997,3,0,9997,9997,9997,9997,1,1,1,9997,9997,9997,1,9997,1,9997,1,1,9997,1,9997,9997,1,1,9997,1,9997,1,1,1,1,1,9997,9997,1,1,1,1,1,1,2,9997,0,1,1,4,0
W04Q01,19738,21-Sep-13,11:06:00 PM,4350856,9997,1,9997,1,1,9997,1,1,9997,9997,9997,1,9997,9997,9997,9997,1,9997,9997,1,1,1,1,9997,1,9997,1,9997,9997,9997,1,4,9997,9997,9997,0,1,9997,9997,1,2,9997,0,9997,2,9997,0,9997,3,9997,0,1,1,3,0,1,9997,9997,1,1,1,5,0,9997,1,1,2,1,2,0
W04Q01,19739,21-Sep-13,11:08:00 PM,2521570,9997,1,9997,1,9997,1,1,9997,9997,1,9997,1,9997,9997,9997,1,9997,9997,9997,1,1,1,9997,1,1,9997,9997,1,9997,9997,1,9997,9997,9997,5,0,9997,9997,1,1,2,9997,0,9997,9997,1,1,1,9997,9997,1,1,1,1,1,1,9997,9997,1,1,1,1,1,9997,1,1,1,1,5,0
W04Q01,19742,21-Sep-13,11:27:00 PM,4330053,9997,4,9997,0,1,9997,1,9997,9997,9997,1,1,9997,2,9997,9997,9997,9997,9997,0,1,1,3,9997,0,9997,9997,9997,1,9997,1,9997,9997,9997,2,0,1,9997,9997,1,9997,3,0,9997,1,9997,1,9997,1,9997,1,1,1,4,0,9997,1,9997,1,1,1,1,1,9997,5,0,4,1,3,0
W04Q01,19743,21-Sep-13,11:33:00 PM,4248334,1,9997,9997,1,1,9997,1,9997,9997,1,9997,1,9997,9997,9997,9997,1,9997,9997,1,1,1,1,9997,1,9997,9997,9997,9997,2,0,9997,9997,9997,5,0,9997,1,9997,1,9997,1,1,2,9997,9997,0,9997,9997,1,1,1,1,1,1,9997,9997,1,1,1,1,1,1,1,9997,1,1,1,1,1
W04Q01,19746,21-Sep-13,11:48:00 PM,4443957,9997,1,9997,1,9997,1,1,9997,1,9997,9997,1,9997,9997,9997,9997,9997,1,9997,1,1,1,1,9997,1,9997,9997,1,9997,9997,1,9997,9997,1,9997,1,1,9997,9997,1,1,9997,1,1,9997,9997,1,9997,9997,1,1,1,1,1,1,1,9997,9997,1,1,1,1,1,9997,1,1,1,1,4,0
W04Q01,19750,22-Sep-13,12:10:00 AM,1002457,9997,9997,1,1,9997,1,1,1,9997,9997,9997,1,9997,1,9997,9997,9997,9997,9997,1,1,1,9997,1,1,9997,1,9997,9997,9997,1,9997,9997,9997,5,0,9997,1,9997,1,9997,2,0,3,9997,9997,0,9997,1,9997,1,4,0,4,0,9997,3,9997,0,2,0,2,0,4,9997,0,1,1,1,1
W04Q01,19752,22-Sep-13,12:13:00 AM,4511731,1,9997,9997,1,9997,1,1,1,9997,9997,9997,1,9997,9997,9997,1,9997,9997,9997,1,2,0,1,9997,1,9997,1,9997,9997,9997,1,4,9997,9997,9997,0,9997,9997,1,1,4,9997,0,9997,1,9997,1,9997,9997,1,1,1,1,1,1,9997,1,9997,1,1,1,2,0,9997,5,0,2,1,1,1
W04Q01,19756,22-Sep-13,12:29:00 AM,4441170,3,9997,9997,0,9997,1,1,9997,1,9997,9997,1,9997,9997,9997,9997,4,9997,9997,0,1,1,1,9997,1,9997,9997,9997,5,9997,0,3,9997,9997,9997,0,1,9997,9997,1,9997,2,0,9997,9997,1,1,9997,9997,1,1,1,1,1,1,9997,9997,3,0,1,1,4,0,3,9997,0,2,1,3,0
W04Q01,19757,22-Sep-13,12:30:00 AM,2304296,9997,1,9997,1,1,9997,1,1,9997,9997,9997,1,9997,3,9997,9997,9997,9997,9997,0,1,1,1,9997,1,9997,9997,1,9997,9997,1,9997,3,9997,9997,0,1,9997,9997,1,4,9997,0,1,9997,9997,1,9997,9997,1,1,1,1,1,1,9997,9997,1,1,1,1,1,1,9997,5,0,1,1,2,0
W04Q01,19758,22-Sep-13,12:34:00 AM,4260868,1,9997,9997,1,9997,1,1,1,9997,9997,9997,1,9997,9997,9997,3,9997,9997,9997,0,1,1,9997,1,1,9997,9997,9997,9997,2,0,9997,9997,1,9997,1,1,9997,9997,1,9997,1,1,1,9997,9997,1,9997,1,9997,1,1,1,2,0,9997,1,9997,1,1,1,1,1,9997,1,1,2,1,3,0
W04Q01,19759,22-Sep-13,12:37:00 AM,1351674,9997,9997,3,0,1,9997,1,9997,9997,1,9997,1,2,9997,9997,9997,9997,9997,9997,0,2,0,1,9997,1,1,9997,9997,9997,9997,1,4,9997,9997,9997,0,1,9997,9997,1,2,9997,0,1,9997,9997,1,9997,1,9997,1,1,1,1,1,9997,3,9997,0,1,1,1,1,1,9997,1,1,1,2,0
W04Q01,19761,22-Sep-13,12:46:00 AM,1014808,1,9997,9997,1,9997,2,0,9997,9997,9997,5,0,9997,9997,9997,9997,9997,1,9997,1,4,0,9997,1,1,9997,9997,2,9997,9997,0,9997,1,9997,9997,1,9997,2,9997,0,9997,5,0,9997,4,9997,0,2,9997,9997,0,4,0,2,0,1,9997,9997,1,4,0,2,0,5,9997,0,3,1,3,0
W04Q01,19766,22-Sep-13,12:57:00 AM,3894855,9997,9997,1,1,9997,1,1,9997,1,9997,9997,1,2,9997,9997,9997,9997,9997,9997,0,1,1,9997,1,1,9997,9997,1,9997,9997,1,9997,1,9997,9997,1,9997,9997,1,1,9997,4,0,9997,1,9997,1,1,9997,9997,1,1,1,1,1,9997,9997,1,1,1,1,1,1,9997,1,1,2,1,1,1
W04Q01,19768,22-Sep-13,1:02:00 AM,4108752,9997,9997,1,1,9997,1,1,1,9997,9997,9997,1,9997,9997,9997,1,9997,9997,9997,1,1,1,9997,1,1,9997,9997,1,9997,9997,1,9997,9997,9997,5,0,9997,9997,1,1,1,9997,1,9997,9997,1,1,1,9997,9997,1,1,1,1,1,9997,1,9997,1,1,1,1,1,9997,1,1,3,1,4,0
W04Q01,19773,22-Sep-13,1:21:00 AM,3301882,9997,9997,1,1,1,9997,1,1,9997,9997,9997,1,9997,9997,9997,1,9997,9997,9997,1,1,1,1,9997,1,9997,9997,1,9997,9997,1,1,9997,9997,9997,1,1,9997,9997,1,9997,4,0,2,9997,9997,0,3,9997,9997,0,1,1,1,1,9997,9997,1,1,1,1,1,1,9997,1,1,1,1,3,0
W04Q01,19774,22-Sep-13,1:23:00 AM,4135496,9997,1,9997,1,9997,1,1,9997,9997,1,9997,1,9997,9997,1,9997,9997,9997,9997,1,1,1,9997,1,1,9997,9997,1,9997,9997,1,9997,1,9997,9997,1,9997,9997,3,0,9997,4,0,9997,9997,5,0,9997,1,9997,1,1,1,1,1,1,9997,9997,1,1,1,1,1,4,9997,0,1,1,1,1
W04Q01,19776,22-Sep-13,1:31:00 AM,4224927,9997,3,9997,0,9997,1,1,1,9997,9997,9997,1,9997,4,9997,9997,9997,9997,9997,0,1,1,9997,1,1,2,9997,9997,9997,9997,0,3,9997,9997,9997,0,9997,9997,3,0,4,9997,0,9997,1,9997,1,9997,9997,1,1,5,0,1,1,1,9997,9997,1,5,0,1,1,9997,5,0,3,1,3,0
W04Q01,19779,22-Sep-13,1:39:00 AM,615355,9997,9997,1,1,1,9997,1,9997,9997,1,9997,1,9997,1,9997,9997,9997,9997,9997,1,1,1,3,9997,0,9997,1,9997,9997,9997,1,1,9997,9997,9997,1,1,9997,9997,1,1,9997,1,1,9997,9997,1,9997,9997,1,1,1,1,1,1,9997,1,9997,1,1,1,2,0,2,9997,0,5,1,1,1
W04Q01,19780,22-Sep-13,1:39:00 AM,3385353,3,9997,9997,0,4,9997,0,9997,9997,9997,4,0,9997,9997,9997,9997,9997,1,9997,1,1,1,9997,1,1,9997,9997,9997,5,9997,0,9997,9997,1,9997,1,1,9997,9997,1,5,9997,0,9997,9997,1,1,9997,9997,2,0,1,1,1,1,9997,1,9997,1,1,1,4,0,9997,1,1,5,1,2,0
W04Q01,19782,22-Sep-13,1:44:00 AM,4265285,9997,9997,1,1,9997,1,1,9997,9997,9997,4,0,9997,9997,9997,9997,9997,2,9997,0,1,1,1,9997,1,1,9997,9997,9997,9997,1,9997,9997,9997,2,0,1,9997,9997,1,4,9997,0,9997,2,9997,0,1,9997,9997,1,1,1,1,1,9997,1,9997,1,1,1,3,0,2,9997,0,1,1,2,0
W04Q01,19787,22-Sep-13,2:06:00 AM,4261064,9997,9997,1,1,9997,1,1,9997,9997,1,9997,1,9997,9997,9997,1,9997,9997,9997,1,1,1,9997,1,1,9997,9997,9997,9997,1,1,9997,9997,9997,1,1,9997,1,9997,1,1,9997,1,9997,9997,1,1,9997,1,9997,1,1,1,1,1,1,9997,9997,1,1,1,1,1,9997,1,1,2,1,4,0
W04Q01,19788,22-Sep-13,2:08:00 AM,4335147,9997,5,9997,0,9997,1,1,1,9997,9997,9997,1,9997,2,9997,9997,9997,9997,9997,0,4,0,9997,1,1,9997,9997,9997,9997,2,0,9997,9997,3,9997,0,1,9997,9997,1,9997,4,0,5,9997,9997,0,9997,1,9997,1,1,1,1,1,9997,3,9997,0,1,1,1,1,9997,3,0,1,1,2,0
W04Q01,19793,22-Sep-13,2:31:00 AM,1487276,1,9997,9997,1,1,9997,1,9997,9997,9997,4,0,9997,9997,9997,9997,9997,9997,1,1,1,1,1,9997,1,2,9997,9997,9997,9997,0,9997,9997,3,9997,0,9997,1,9997,1,2,9997,0,9997,9997,4,0,9997,1,9997,1,1,1,1,1,1,9997,9997,1,1,1,1,1,9997,5,0,1,1,1,1
W04Q01,19794,22-Sep-13,2:32:00 AM,1136405,1,9997,9997,1,9997,3,0,9997,9997,1,9997,1,9997,9997,1,9997,9997,9997,9997,1,2,0,1,9997,1,9997,9997,9997,9997,2,0,9997,3,9997,9997,0,9997,9997,1,1,9997,1,1,9997,1,9997,1,1,9997,9997,1,1,1,1,1,9997,9997,1,1,1,1,1,1,1,9997,1,1,1,3,0
W04Q01,19796,22-Sep-13,2:43:00 AM,4364970,9997,9997,1,1,1,9997,1,9997,9997,1,9997,1,5,9997,9997,9997,9997,9997,9997,0,1,1,9997,1,1,5,9997,9997,9997,9997,0,1,9997,9997,9997,1,9997,9997,1,1,9997,4,0,2,9997,9997,0,9997,9997,1,1,1,1,1,1,1,9997,9997,1,1,1,5,0,9997,1,1,4,1,4,0
W04Q01,19799,22-Sep-13,2:45:00 AM,1591725,9997,1,9997,1,1,9997,1,9997,9997,1,9997,1,2,9997,9997,9997,9997,9997,9997,0,1,1,1,9997,1,9997,2,9997,9997,9997,0,1,9997,9997,9997,1,9997,2,9997,0,1,9997,1,9997,4,9997,0,9997,1,9997,1,1,1,1,1,9997,1,9997,1,1,1,1,1,9997,3,0,2,1,1,1
W04Q01,19801,22-Sep-13,3:07:00 AM,2947859,1,9997,9997,1,1,9997,1,9997,9997,9997,4,0,9997,9997,9997,1,9997,9997,9997,1,4,0,1,9997,1,9997,1,9997,9997,9997,1,9997,9997,1,9997,1,9997,1,9997,1,4,9997,0,9997,1,9997,1,9997,9997,1,1,1,1,1,1,9997,9997,2,0,1,1,2,0,9997,1,1,1,1,2,0
W04Q01,19805,22-Sep-13,3:16:00 AM,4138506,9997,1,9997,1,9997,1,1,9997,9997,9997,4,0,9997,9997,9997,9997,9997,9997,1,1,1,1,1,9997,1,9997,9997,1,9997,9997,1,9997,2,9997,9997,0,2,9997,9997,0,2,9997,0,1,9997,9997,1,9997,9997,1,1,1,1,2,0,9997,9997,1,1,1,1,3,0,9997,1,1,3,1,2,0
W04Q01,19808,22-Sep-13,3:24:00 AM,1448564,9997,9997,1,1,9997,1,1,9997,9997,1,9997,1,9997,9997,9997,9997,9997,9997,1,1,1,1,9997,1,1,9997,9997,9997,1,9997,1,9997,9997,9997,5,0,9997,1,9997,1,9997,4,0,2,9997,9997,0,9997,9997,1,1,1,1,2,0,9997,1,9997,1,1,1,1,1,9997,5,0,3,1,3,0
