quiz,submission_date,submission_time,submission_id,coursera_user_id,Q01,Q01_corr,Q02,Q02_corr,Q03,Q03_corr,Q04,Q04_corr,Q05v1,Q05v2,Q05v3,Q05_corr,Q06v1,Q06v2,Q06_corr,Q07,Q07_corr,Q08v1,Q08v2,Q08_corr,Q09,Q09_corr,Q10,Q10_corr,Q11,Q11_corr,Q12v1,Q12v2,Q12v3,Q12_corr,Q13,Q13_corr,Q14v1,Q14v2,Q14v3,Q14_corr,Q15v1,Q15v2,Q15v3,Q15v4,Q15_corr,Q16,Q16_corr,Q17,Q17_corr,Q18,Q18_corr,Q19,Q19_corr,Q20,Q20_corr
W02Q01,09-Sep-13,12:18:00 AM,14229,1304176,1,1,1,1,4,0,1,1,9997,1,9997,1,9997,1,1,1,1,9997,1,1,1,1,1,1,5,0,9997,9997,1,1,1,1,1,9997,9997,1,9997,9997,9997,1,1,1,1,1,1,1,1,3,0,1,1
W02Q01,09-Sep-13,12:23:00 AM,14231,4509911,1,1,1,1,1,1,1,1,9997,1,9997,1,1,9997,1,1,1,9997,1,1,1,1,1,1,5,0,9997,5,9997,0,5,0,9997,9997,1,1,9997,9997,9997,4,0,3,0,1,1,1,1,3,0,1,1
W02Q01,09-Sep-13,12:24:00 AM,14233,4112854,1,1,3,0,1,1,1,1,9997,9997,1,1,1,9997,1,4,0,1,9997,1,1,1,1,1,2,0,1,9997,9997,1,4,0,9997,1,9997,1,9997,9997,9997,5,0,1,1,3,0,1,1,3,0,2,0
W02Q01,09-Sep-13,12:26:00 AM,14236,2856139,1,1,1,1,4,0,1,1,9997,9997,1,1,9997,4,0,1,1,9997,1,1,1,1,1,1,1,1,3,9997,9997,0,3,0,1,9997,9997,1,9997,9997,1,9997,1,5,0,1,1,1,1,1,1,1,1
W02Q01,09-Sep-13,12:27:00 AM,14239,4487968,1,1,4,0,4,0,1,1,1,9997,9997,1,2,9997,0,1,1,9997,1,1,2,0,5,0,1,1,9997,9997,3,0,3,0,9997,9997,2,0,9997,9997,1,9997,1,3,0,2,0,5,0,5,0,1,1
W02Q01,09-Sep-13,12:29:00 AM,14242,4030664,1,1,1,1,1,1,1,1,9997,9997,1,1,1,9997,1,1,1,1,9997,1,1,1,1,1,1,1,1,9997,9997,1,1,1,9997,9997,1,1,9997,9997,1,9997,1,1,1,1,1,1,1,1,1,1,1
W02Q01,09-Sep-13,12:30:00 AM,14244,4536307,1,1,1,1,1,1,1,1,1,9997,9997,1,1,9997,1,1,1,1,9997,1,4,0,1,1,1,1,9997,5,9997,0,5,0,9997,1,9997,1,3,9997,9997,9997,0,1,1,5,0,1,1,1,1,1,1
W02Q01,09-Sep-13,12:30:00 AM,14245,4477789,1,1,1,1,1,1,1,1,1,9997,9997,1,1,9997,1,1,1,1,9997,1,1,1,1,1,2,0,9997,2,9997,0,1,1,1,9997,9997,1,9997,9997,9997,5,0,1,1,1,1,1,1,1,1,1,1
W02Q01,09-Sep-13,12:31:00 AM,14246,3446907,1,1,1,1,4,0,1,1,9997,9997,1,1,1,9997,1,1,1,9997,1,1,1,1,4,0,1,1,1,9997,9997,1,1,1,9997,1,9997,1,1,9997,9997,9997,1,1,1,5,0,1,1,1,1,1,1
W02Q01,09-Sep-13,12:32:00 AM,14249,4480382,1,1,1,1,1,1,1,1,9997,1,9997,1,9997,1,1,1,1,1,9997,1,1,1,1,1,1,1,9997,1,9997,1,5,0,9997,9997,1,1,9997,1,9997,9997,1,1,1,1,1,1,1,1,1,1,1
W02Q01,09-Sep-13,12:35:00 AM,14253,4471907,1,1,4,0,1,1,1,1,9997,1,9997,1,2,9997,0,1,1,5,9997,0,1,1,4,0,5,0,9997,9997,3,0,5,0,9997,9997,4,0,9997,9997,3,9997,0,1,1,1,1,1,1,3,0,4,0
W02Q01,09-Sep-13,12:38:00 AM,14256,4559594,1,1,1,1,4,0,1,1,2,9997,9997,0,9997,1,1,1,1,9997,1,1,2,0,1,1,1,1,1,9997,9997,1,9999,0,9997,1,9997,1,9997,9997,9997,3,0,1,1,1,1,1,1,9999,0,5,0
W02Q01,09-Sep-13,12:39:00 AM,14259,4536289,1,1,1,1,1,1,1,1,9997,9997,1,1,9997,1,1,1,1,1,9997,1,1,1,1,1,1,1,9997,5,9997,0,1,1,9997,1,9997,1,9997,9997,1,9997,1,1,1,5,0,1,1,3,0,1,1
W02Q01,09-Sep-13,12:39:00 AM,14260,4471030,1,1,1,1,3,0,5,0,9997,3,9997,0,9997,1,1,1,1,1,9997,1,2,0,4,0,1,1,9997,1,9997,1,5,0,9997,9997,1,1,9997,3,9997,9997,0,4,0,4,0,2,0,4,0,1,1
W02Q01,09-Sep-13,12:41:00 AM,14262,3971201,3,0,5,0,1,1,2,0,3,9997,9997,0,9997,4,0,1,1,3,9997,0,4,0,5,0,4,0,9997,9997,5,0,5,0,1,9997,9997,1,9997,9997,2,9997,0,1,1,4,0,1,1,1,1,3,0
W02Q01,09-Sep-13,12:42:00 AM,14263,3674899,1,1,1,1,4,0,1,1,9997,1,9997,1,9997,1,1,1,1,1,9997,1,1,1,1,1,1,1,9997,9997,1,1,4,0,9997,1,9997,1,4,9997,9997,9997,0,1,1,1,1,1,1,1,1,1,1
W02Q01,09-Sep-13,12:43:00 AM,14266,4562003,1,1,1,1,4,0,1,1,9997,4,9997,0,1,9997,1,1,1,9997,1,1,2,0,2,0,3,0,1,9997,9997,1,5,0,1,9997,9997,1,9997,9997,9997,5,0,4,0,1,1,3,0,3,0,1,1
W02Q01,09-Sep-13,12:43:00 AM,14267,4334560,5,0,5,0,1,1,1,1,1,9997,9997,1,9997,1,1,5,0,9997,5,0,4,0,4,0,3,0,2,9997,9997,0,3,0,9997,4,9997,0,9997,3,9997,9997,0,1,1,2,0,3,0,2,0,2,0
W02Q01,09-Sep-13,12:46:00 AM,14269,4651499,1,1,4,0,3,0,1,1,9997,9997,2,0,1,9997,1,1,1,9997,1,1,1,1,5,0,1,1,9997,5,9997,0,5,0,9997,9997,1,1,9997,4,9997,9997,0,2,0,5,0,1,1,3,0,5,0
W02Q01,09-Sep-13,12:49:00 AM,14271,3035988,1,1,1,1,1,1,1,1,9997,1,9997,1,1,9997,1,1,1,1,9997,1,4,0,1,1,1,1,9997,9997,5,0,5,0,9997,1,9997,1,9997,9997,9997,1,1,1,1,1,1,1,1,1,1,1,1
W02Q01,09-Sep-13,12:49:00 AM,14272,4502433,1,1,1,1,1,1,1,1,9997,9997,5,0,9997,1,1,4,0,1,9997,1,1,1,1,1,1,1,9997,9997,2,0,5,0,9997,4,9997,0,9997,9997,1,9997,1,1,1,5,0,1,1,1,1,1,1
W02Q01,09-Sep-13,12:49:00 AM,14273,3283034,1,1,1,1,4,0,1,1,9997,9997,3,0,9997,1,1,1,1,1,9997,1,1,1,1,1,2,0,9997,1,9997,1,3,0,9997,1,9997,1,9997,9997,9997,5,0,1,1,1,1,1,1,1,1,1,1
W02Q01,09-Sep-13,12:51:00 AM,14279,4373548,1,1,1,1,4,0,1,1,1,9997,9997,1,1,9997,1,1,1,9997,3,0,1,1,3,0,3,0,9997,9997,5,0,2,0,9997,9997,1,1,1,9997,9997,9997,1,2,0,4,0,5,0,4,0,3,0
W02Q01,09-Sep-13,12:52:00 AM,14281,331177,1,1,1,1,4,0,1,1,9997,9997,1,1,9997,1,1,1,1,1,9997,1,1,1,1,1,2,0,1,9997,9997,1,4,0,9997,1,9997,1,9997,1,9997,9997,1,1,1,1,1,5,0,1,1,1,1
W02Q01,09-Sep-13,12:52:00 AM,14282,1644831,1,1,4,0,4,0,1,1,9997,9997,5,0,9997,1,1,4,0,4,9997,0,1,1,5,0,5,0,9997,5,9997,0,3,0,9997,9997,2,0,9997,1,9997,9997,1,3,0,4,0,1,1,3,0,4,0
W02Q01,09-Sep-13,12:54:00 AM,14285,4217030,4,0,5,0,4,0,1,1,9997,5,9997,0,1,9997,1,1,1,9997,1,1,4,0,1,1,1,1,9997,1,9997,1,3,0,9997,9997,1,1,9997,9997,5,9997,0,1,1,1,1,3,0,4,0,1,1
W02Q01,09-Sep-13,12:57:00 AM,14289,310702,1,1,1,1,1,1,1,1,9997,9997,1,1,9997,1,1,1,1,9997,1,1,1,1,1,1,2,0,9997,9997,1,1,5,0,9997,9997,1,1,1,9997,9997,9997,1,4,0,5,0,1,1,1,1,1,1
W02Q01,09-Sep-13,1:00:00 AM,14294,908606,1,1,3,0,1,1,1,1,1,9997,9997,1,9997,1,1,1,1,1,9997,1,4,0,1,1,5,0,9997,9997,5,0,3,0,9997,1,9997,1,9997,9997,9997,1,1,3,0,1,1,1,1,1,1,1,1
W02Q01,09-Sep-13,1:01:00 AM,14295,2029693,1,1,1,1,1,1,1,1,9997,1,9997,1,9997,1,1,1,1,1,9997,1,4,0,1,1,1,1,9997,9997,5,0,1,1,9997,9997,2,0,4,9997,9997,9997,0,1,1,2,0,1,1,5,0,5,0
W02Q01,09-Sep-13,1:06:00 AM,14302,1233965,1,1,1,1,1,1,1,1,9997,9997,1,1,1,9997,1,1,1,9997,1,1,1,1,1,1,1,1,5,9997,9997,0,1,1,9997,1,9997,1,9997,9997,9997,5,0,3,0,4,0,1,1,4,0,1,1
W02Q01,09-Sep-13,1:06:00 AM,14303,4128790,1,1,1,1,1,1,1,1,9997,1,9997,1,9997,1,1,1,1,9997,1,1,1,1,1,1,1,1,9997,4,9997,0,1,1,9997,1,9997,1,9997,9997,9997,4,0,1,1,1,1,1,1,1,1,1,1
W02Q01,09-Sep-13,1:06:00 AM,14304,4441581,1,1,2,0,1,1,1,1,1,9997,9997,1,1,9997,1,3,0,5,9997,0,1,1,5,0,5,0,9997,4,9997,0,3,0,9997,9997,1,1,9997,9997,9997,5,0,4,0,5,0,1,1,3,0,2,0
W02Q01,09-Sep-13,1:07:00 AM,14305,2245130,1,1,1,1,1,1,1,1,9997,1,9997,1,9997,1,1,5,0,9997,1,1,1,1,1,1,1,1,9997,9997,3,0,1,1,9997,1,9997,1,1,9997,9997,9997,1,1,1,1,1,1,1,1,1,1,1
W02Q01,09-Sep-13,1:07:00 AM,14306,1212494,1,1,1,1,1,1,1,1,5,9997,9997,0,9997,3,0,3,0,1,9997,1,1,1,4,0,3,0,9997,9997,4,0,3,0,1,9997,9997,1,9997,9997,9997,5,0,2,0,4,0,2,0,1,1,2,0
W02Q01,09-Sep-13,1:08:00 AM,14307,2574533,1,1,1,1,4,0,1,1,5,9997,9997,0,1,9997,1,1,1,9997,1,1,1,1,4,0,1,1,9997,1,9997,1,1,1,9997,9997,1,1,9997,9997,1,9997,1,1,1,1,1,1,1,1,1,1,1
W02Q01,09-Sep-13,1:08:00 AM,14308,1112471,1,1,3,0,1,1,1,1,9997,1,9997,1,1,9997,1,1,1,9997,1,1,1,1,1,1,1,1,9997,1,9997,1,1,1,1,9997,9997,1,9997,4,9997,9997,0,1,1,1,1,1,1,3,0,1,1
W02Q01,09-Sep-13,1:08:00 AM,14309,4436447,1,1,3,0,4,0,2,0,9997,9997,1,1,1,9997,1,1,1,1,9997,1,1,1,1,1,1,1,9997,9997,1,1,1,1,9997,9997,1,1,9997,1,9997,9997,1,3,0,4,0,2,0,1,1,2,0
W02Q01,09-Sep-13,1:10:00 AM,14312,4566635,1,1,1,1,4,0,1,1,9997,9997,1,1,1,9997,1,1,1,1,9997,1,4,0,1,1,1,1,1,9997,9997,1,3,0,1,9997,9997,1,9997,1,9997,9997,1,1,1,1,1,1,1,1,1,1,1
W02Q01,09-Sep-13,1:10:00 AM,14313,833554,1,1,1,1,1,1,1,1,9997,9997,1,1,9997,1,1,1,1,9997,1,1,1,1,1,1,1,1,1,9997,9997,1,5,0,9997,9997,1,1,9997,9997,9997,5,0,1,1,1,1,1,1,1,1,1,1
W02Q01,09-Sep-13,1:11:00 AM,14314,4299777,1,1,3,0,4,0,1,1,9997,1,9997,1,9997,1,1,1,1,9997,1,1,1,1,1,1,5,0,9997,9997,1,1,5,0,1,9997,9997,1,9997,9997,9997,5,0,1,1,2,0,1,1,1,1,1,1
W02Q01,09-Sep-13,1:12:00 AM,14317,1591217,1,1,1,1,1,1,1,1,1,9997,9997,1,1,9997,1,1,1,9997,1,1,1,1,1,1,2,0,9997,9997,2,0,1,1,9997,1,9997,1,9997,9997,9997,1,1,1,1,5,0,3,0,5,0,1,1
W02Q01,09-Sep-13,1:15:00 AM,14320,4276468,1,1,3,0,1,1,1,1,9997,9997,1,1,9997,1,1,1,1,1,9997,1,4,0,1,1,1,1,9997,9997,1,1,4,0,9997,3,9997,0,9997,1,9997,9997,1,3,0,3,0,1,1,2,0,1,1
W02Q01,09-Sep-13,1:19:00 AM,14324,4546429,1,1,1,1,1,1,1,1,1,9997,9997,1,1,9997,1,1,1,1,9997,1,1,1,1,1,1,1,1,9997,9997,1,1,1,1,9997,9997,1,9997,1,9997,9997,1,1,1,1,1,1,1,1,1,1,1
W02Q01,09-Sep-13,1:22:00 AM,14327,4304984,1,1,1,1,1,1,1,1,9997,1,9997,1,9997,1,1,1,1,9997,1,1,4,0,1,1,2,0,9997,9997,4,0,1,1,9997,5,9997,0,9997,5,9997,9997,0,1,1,1,1,1,1,3,0,1,1
W02Q01,09-Sep-13,1:24:00 AM,14330,690902,1,1,1,1,4,0,1,1,9997,4,9997,0,1,9997,1,1,1,1,9997,1,1,1,1,1,2,0,9999,9999,9999,0,4,0,9997,9997,1,1,9997,1,9997,9997,1,1,1,5,0,1,1,1,1,1,1
W02Q01,09-Sep-13,1:24:00 AM,14331,2906538,1,1,1,1,1,1,1,1,9997,5,9997,0,9997,1,1,1,1,1,9997,1,1,1,1,1,2,0,9997,1,9997,1,1,1,1,9997,9997,1,9997,9997,9997,2,0,1,1,3,0,1,1,5,0,9999,0
W02Q01,09-Sep-13,1:24:00 AM,14332,4376096,1,1,1,1,1,1,1,1,9997,9997,1,1,9997,1,1,1,1,9997,1,1,1,1,1,1,1,1,9997,2,9997,0,1,1,9997,1,9997,1,9997,9997,1,9997,1,2,0,5,0,1,1,3,0,1,1
W02Q01,09-Sep-13,1:24:00 AM,14333,4487738,1,1,1,1,1,1,1,1,9997,9997,1,1,9997,1,1,1,1,9997,1,1,1,1,1,1,1,1,1,9997,9997,1,1,1,1,9997,9997,1,1,9997,9997,9997,1,1,1,1,1,1,1,4,0,1,1
W02Q01,09-Sep-13,1:25:00 AM,14335,4404463,1,1,1,1,1,1,1,1,9997,9997,1,1,1,9997,1,1,1,1,9997,1,1,1,1,1,1,1,9997,9997,1,1,1,1,1,9997,9997,1,9997,1,9997,9997,1,1,1,5,0,1,1,1,1,2,0
W02Q01,09-Sep-13,1:28:00 AM,14343,4291836,1,1,1,1,1,1,1,1,9997,9997,1,1,1,9997,1,1,1,9997,1,1,4,0,1,1,2,0,9997,3,9997,0,3,0,9997,9997,5,0,9997,9997,1,9997,1,1,1,1,1,1,1,1,1,1,1
W02Q01,09-Sep-13,1:28:00 AM,14345,4116912,1,1,1,1,4,0,1,1,9997,1,9997,1,9997,1,1,1,1,9997,1,1,1,1,1,1,1,1,9997,1,9997,1,3,0,1,9997,9997,1,9997,9997,9997,4,0,3,0,1,1,1,1,1,1,1,1
W02Q01,09-Sep-13,1:31:00 AM,14351,2304493,1,1,1,1,1,1,1,1,9997,9997,1,1,1,9997,1,1,1,1,9997,1,1,1,1,1,2,0,9997,9997,5,0,1,1,1,9997,9997,1,4,9997,9997,9997,0,1,1,1,1,1,1,1,1,4,0
W02Q01,09-Sep-13,1:32:00 AM,14352,4024467,1,1,1,1,1,1,1,1,1,9997,9997,1,1,9997,1,1,1,1,9997,1,1,1,1,1,2,0,1,9997,9997,1,4,0,9997,9997,1,1,1,9997,9997,9997,1,1,1,1,1,1,1,1,1,2,0
W02Q01,09-Sep-13,1:32:00 AM,14355,4486558,2,0,4,0,4,0,1,1,9997,5,9997,0,2,9997,0,5,0,4,9997,0,1,1,1,1,3,0,9997,9997,4,0,3,0,1,9997,9997,1,5,9997,9997,9997,0,9999,0,4,0,2,0,3,0,1,1
W02Q01,09-Sep-13,1:33:00 AM,14356,3768124,1,1,5,0,1,1,1,1,1,9997,9997,1,1,9997,1,5,0,5,9997,0,1,1,5,0,5,0,3,9997,9997,0,2,0,9997,4,9997,0,9997,9997,9997,3,0,3,0,5,0,2,0,5,0,5,0
W02Q01,09-Sep-13,1:33:00 AM,14358,2074211,1,1,4,0,1,1,3,0,9997,9997,5,0,1,9997,1,1,1,9997,4,0,2,0,4,0,9999,0,9997,9997,3,0,5,0,9997,5,9997,0,9997,9997,9997,3,0,3,0,3,0,5,0,5,0,5,0
W02Q01,09-Sep-13,1:36:00 AM,14364,4463371,1,1,1,1,3,0,1,1,1,9997,9997,1,2,9997,0,1,1,4,9997,0,1,1,1,1,1,1,9997,5,9997,0,4,0,9997,1,9997,1,1,9997,9997,9997,1,3,0,1,1,1,1,1,1,4,0
W02Q01,09-Sep-13,1:40:00 AM,14371,1934542,1,1,1,1,1,1,1,1,9997,1,9997,1,9997,1,1,4,0,9997,1,1,1,1,4,0,2,0,1,9997,9997,1,1,1,1,9997,9997,1,9997,9997,9997,1,1,1,1,1,1,1,1,1,1,1,1
W02Q01,09-Sep-13,1:41:00 AM,14372,513435,1,1,1,1,4,0,1,1,1,9997,9997,1,2,9997,0,1,1,9997,1,1,1,1,1,1,1,1,1,9997,9997,1,4,0,1,9997,9997,1,9997,9997,9997,1,1,3,0,5,0,3,0,1,1,5,0
W02Q01,09-Sep-13,1:43:00 AM,14375,3305809,1,1,1,1,4,0,1,1,9997,1,9997,1,4,9997,0,1,1,3,9997,0,1,1,5,0,3,0,9997,9997,2,0,1,1,9997,9997,4,0,1,9997,9997,9997,1,3,0,4,0,1,1,2,0,1,1
W02Q01,09-Sep-13,1:43:00 AM,14376,904753,1,1,1,1,1,1,1,1,9997,1,9997,1,9997,1,1,1,1,1,9997,1,1,1,1,1,2,0,9997,9997,1,1,5,0,9997,9997,1,1,1,9997,9997,9997,1,1,1,5,0,1,1,1,1,1,1
W02Q01,09-Sep-13,1:44:00 AM,14377,2309248,1,1,1,1,1,1,1,1,9997,4,9997,0,9997,1,1,1,1,9997,1,1,1,1,1,1,2,0,9997,9997,3,0,1,1,9997,1,9997,1,1,9997,9997,9997,1,1,1,1,1,1,1,3,0,1,1
W02Q01,09-Sep-13,1:45:00 AM,14379,1454304,1,1,1,1,1,1,1,1,4,9997,9997,0,9997,5,0,1,1,9997,1,1,1,1,1,1,5,0,9997,5,9997,0,9999,0,9997,3,9997,0,9997,1,9997,9997,1,1,1,1,1,9999,0,3,0,5,0
W02Q01,09-Sep-13,1:46:00 AM,14383,2044987,1,1,1,1,4,0,1,1,9997,1,9997,1,9997,1,1,1,1,9997,1,1,1,1,1,1,3,0,4,9997,9997,0,1,1,9997,1,9997,1,9997,9997,1,9997,1,3,0,1,1,1,1,1,1,5,0
W02Q01,09-Sep-13,1:46:00 AM,14384,2739955,1,1,1,1,4,0,1,1,1,9997,9997,1,9997,1,1,1,1,9997,1,1,4,0,1,1,1,1,9997,9997,2,0,5,0,3,9997,9997,0,3,9997,9997,9997,0,3,0,3,0,3,0,4,0,1,1
W02Q01,09-Sep-13,1:47:00 AM,14386,2774331,1,1,1,1,1,1,1,1,1,9997,9997,1,1,9997,1,1,1,1,9997,1,1,1,1,1,1,1,9997,9997,1,1,5,0,1,9997,9997,1,9997,9997,1,9997,1,1,1,1,1,1,1,1,1,1,1
W02Q01,09-Sep-13,1:49:00 AM,14388,1902633,1,1,1,1,1,1,1,1,9997,1,9997,1,1,9997,1,4,0,9997,1,1,1,1,4,0,1,1,9997,2,9997,0,5,0,1,9997,9997,1,9997,9997,1,9997,1,4,0,3,0,5,0,5,0,5,0
W02Q01,09-Sep-13,1:51:00 AM,14392,4571706,1,1,1,1,3,0,5,0,9997,1,9997,1,9997,1,1,3,0,9997,1,1,4,0,1,1,2,0,9997,1,9997,1,1,1,1,9997,9997,1,9997,1,9997,9997,1,1,1,1,1,1,1,1,1,1,1
W02Q01,09-Sep-13,1:52:00 AM,14393,4196718,1,1,1,1,4,0,1,1,1,9997,9997,1,1,9997,1,5,0,1,9997,1,4,0,1,1,5,0,1,9997,9997,1,1,1,9997,1,9997,1,9997,9997,9997,4,0,1,1,2,0,5,0,1,1,1,1
W02Q01,09-Sep-13,1:52:00 AM,14394,4289134,1,1,3,0,1,1,1,1,1,9997,9997,1,9997,1,1,1,1,9997,1,1,1,1,1,1,1,1,9997,9997,4,0,1,1,9997,3,9997,0,9997,4,9997,9997,0,1,1,1,1,1,1,1,1,1,1
W02Q01,09-Sep-13,1:54:00 AM,14395,4152128,1,1,1,1,1,1,1,1,1,9997,9997,1,1,9997,1,1,1,9997,1,1,4,0,1,1,2,0,9997,9997,1,1,1,1,9997,9997,1,1,9997,9997,9997,1,1,1,1,1,1,2,0,1,1,1,1
W02Q01,09-Sep-13,1:54:00 AM,14397,541379,1,1,1,1,1,1,1,1,9997,1,9997,1,1,9997,1,5,0,1,9997,1,1,1,1,1,1,1,9997,1,9997,1,1,1,9997,1,9997,1,9997,9997,1,9997,1,1,1,1,1,1,1,1,1,1,1
W02Q01,09-Sep-13,1:57:00 AM,14402,4573205,1,1,5,0,4,0,4,0,9997,9997,5,0,5,9997,0,1,1,9997,1,1,1,1,1,1,2,0,9997,9997,2,0,3,0,9997,1,9997,1,9999,9999,9999,9999,0,1,1,1,1,1,1,3,0,1,1
W02Q01,09-Sep-13,1:59:00 AM,14404,4069542,1,1,3,0,5,0,1,1,9997,9997,5,0,9997,1,1,1,1,9997,1,1,2,0,3,0,1,1,9997,1,9997,1,2,0,9997,4,9997,0,9997,9997,4,9997,0,1,1,5,0,1,1,2,0,5,0
W02Q01,09-Sep-13,2:00:00 AM,14407,1964804,1,1,1,1,1,1,1,1,1,9997,9997,1,9997,1,1,1,1,1,9997,1,1,1,1,1,1,1,9997,1,9997,1,1,1,9997,1,9997,1,9997,9997,9997,4,0,1,1,1,1,1,1,1,1,1,1
W02Q01,09-Sep-13,2:00:00 AM,14408,3479853,1,1,3,0,1,1,1,1,9997,4,9997,0,9997,1,1,1,1,1,9997,1,1,1,1,1,3,0,9997,9997,5,0,9999,0,9997,1,9997,1,9997,9997,9997,1,1,1,1,1,1,1,1,1,1,1,1
W02Q01,09-Sep-13,2:02:00 AM,14409,4236944,1,1,1,1,1,1,1,1,9997,9997,1,1,1,9997,1,1,1,1,9997,1,1,1,1,1,1,1,9997,5,9997,0,1,1,9997,9997,1,1,9997,9997,1,9997,1,1,1,1,1,2,0,1,1,4,0
W02Q01,09-Sep-13,2:04:00 AM,14413,2099994,1,1,1,1,1,1,1,1,9997,1,9997,1,9997,1,1,1,1,1,9997,1,1,1,1,1,1,1,3,9997,9997,0,1,1,9997,1,9997,1,9997,9997,1,9997,1,1,1,5,0,1,1,1,1,1,1
W02Q01,09-Sep-13,2:05:00 AM,14415,4482504,1,1,1,1,4,0,1,1,9997,1,9997,1,1,9997,1,1,1,1,9997,1,1,1,1,1,1,1,1,9997,9997,1,3,0,9997,3,9997,0,9997,9997,1,9997,1,1,1,5,0,1,1,1,1,5,0
W02Q01,09-Sep-13,2:05:00 AM,14416,1065681,1,1,1,1,1,1,1,1,1,9997,9997,1,9997,1,1,1,1,1,9997,1,1,1,1,1,5,0,9997,9997,1,1,5,0,9997,9997,1,1,1,9997,9997,9997,1,1,1,1,1,1,1,1,1,1,1
W02Q01,09-Sep-13,2:06:00 AM,14417,1682403,1,1,3,0,1,1,1,1,9997,9997,1,1,9997,1,1,1,1,9997,1,1,1,1,1,1,1,1,9997,1,9997,1,1,1,9997,9997,1,1,9997,4,9997,9997,0,1,1,1,1,1,1,1,1,1,1
W02Q01,09-Sep-13,2:06:00 AM,14418,3430006,1,1,3,0,1,1,1,1,9997,1,9997,1,1,9997,1,1,1,1,9997,1,1,1,4,0,1,1,9997,5,9997,0,1,1,9997,9997,1,1,9997,9997,9997,5,0,3,0,1,1,1,1,3,0,1,1
W02Q01,09-Sep-13,2:10:00 AM,14421,3287639,1,1,1,1,5,0,1,1,9997,9997,2,0,9997,1,1,1,1,9997,1,1,4,0,4,0,2,0,1,9997,9997,1,5,0,9997,1,9997,1,9997,9997,9997,1,1,1,1,1,1,2,0,3,0,1,1
W02Q01,09-Sep-13,2:11:00 AM,14423,4369162,1,1,1,1,1,1,1,1,1,9997,9997,1,1,9997,1,5,0,9997,1,1,1,1,1,1,1,1,9997,9997,5,0,5,0,1,9997,9997,1,9997,9997,1,9997,1,4,0,1,1,3,0,1,1,1,1
W02Q01,09-Sep-13,2:11:00 AM,14425,3412684,1,1,1,1,3,0,1,1,9997,9997,5,0,9997,4,0,4,0,9997,1,1,1,1,1,1,1,1,9997,5,9997,0,1,1,9997,9997,2,0,4,9997,9997,9997,0,2,0,3,0,5,0,3,0,1,1
W02Q01,09-Sep-13,2:14:00 AM,14430,4381838,1,1,1,1,1,1,1,1,9997,1,9997,1,1,9997,1,1,1,1,9997,1,1,1,1,1,2,0,9997,9997,1,1,5,0,1,9997,9997,1,9997,9997,9997,5,0,1,1,1,1,1,1,1,1,1,1
W02Q01,09-Sep-13,2:16:00 AM,14432,4316026,1,1,3,0,1,1,1,1,9997,4,9997,0,9997,5,0,1,1,1,9997,1,1,1,1,1,1,1,4,9997,9997,0,5,0,9997,1,9997,1,9997,1,9997,9997,1,1,1,9999,0,1,1,1,1,1,1
W02Q01,09-Sep-13,2:16:00 AM,14433,4316496,1,1,1,1,4,0,1,1,1,9997,9997,1,9997,1,1,1,1,9997,1,1,1,1,1,1,1,1,9997,9997,2,0,3,0,9997,1,9997,1,4,9997,9997,9997,0,1,1,1,1,1,1,3,0,5,0
W02Q01,09-Sep-13,2:16:00 AM,14434,1797893,1,1,1,1,4,0,1,1,9997,9997,1,1,1,9997,1,5,0,5,9997,0,1,1,1,1,2,0,1,9997,9997,1,5,0,1,9997,9997,1,9997,1,9997,9997,1,1,1,1,1,2,0,1,1,5,0
W02Q01,09-Sep-13,2:17:00 AM,14435,3394721,1,1,1,1,1,1,1,1,9997,1,9997,1,9997,1,1,1,1,9997,1,1,1,1,1,1,1,1,9997,9997,1,1,1,1,9997,9997,1,1,9997,9997,9997,1,1,1,1,5,0,1,1,3,0,1,1
W02Q01,09-Sep-13,2:17:00 AM,14436,2304562,2,0,4,0,1,1,1,1,2,9997,9997,0,1,9997,1,1,1,9997,1,1,1,1,1,1,1,1,9997,9997,5,0,4,0,1,9997,9997,1,9997,9997,1,9997,1,1,1,1,1,1,1,1,1,5,0
W02Q01,09-Sep-13,2:18:00 AM,14438,2707689,1,1,1,1,1,1,1,1,9997,9997,1,1,9997,5,0,1,1,1,9997,1,1,1,1,1,1,1,9997,9997,1,1,1,1,9997,9997,1,1,9997,9997,9997,1,1,4,0,1,1,1,1,1,1,1,1
W02Q01,09-Sep-13,2:19:00 AM,14440,2505272,1,1,1,1,1,1,1,1,9997,9997,2,0,1,9997,1,4,0,5,9997,0,1,1,4,0,1,1,9997,2,9997,0,5,0,9997,1,9997,1,9997,9997,1,9997,1,4,0,3,0,1,1,5,0,4,0
W02Q01,09-Sep-13,2:19:00 AM,14441,4335147,1,1,4,0,4,0,1,1,2,9997,9997,0,1,9997,1,1,1,1,9997,1,1,1,1,1,2,0,1,9997,9997,1,1,1,9997,1,9997,1,9997,9997,1,9997,1,3,0,2,0,1,1,1,1,5,0
W02Q01,09-Sep-13,2:19:00 AM,14443,4235023,1,1,1,1,4,0,1,1,9997,1,9997,1,9997,1,1,1,1,1,9997,1,4,0,1,1,1,1,9997,1,9997,1,1,1,1,9997,9997,1,9997,1,9997,9997,1,3,0,1,1,1,1,1,1,1,1
