quiz,submission_id,submission_date,submission_time,coursera_user_id,Q01,Q01_corr,Q02,Q02_corr,Q03,Q03_corr,Q04,Q04_corr,Q05,Q05_corr,Q06,Q06_corr,Q07,Q07_corr,Q08,Q08_corr,Q09v1,Q09v2,Q09v3,Q09_corr,Q10,Q10_corr,Q11,Q11_corr,Q12v1,Q12v2,Q12v3,Q12_corr,Q13v1,Q13v2,Q13v3,Q13v4,Q13_corr,Q14v1,Q14v2,Q14_corr,Q15,Q15_corr,Q16,Q16_corr,Q17v1,Q17v2,Q17_corr,Q18,Q18_corr,Q19,Q19_corr,Q20,Q20_corr
W08Q01,27874,16-Oct-13,8:19:00 PM,4420086,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,9997,1,1,1,1,1,9997,1,9997,1,1,9997,9997,9997,1,9997,1,1,1,1,1,1,9997,1,1,1,1,1,1,1,1
W08Q01,27875,16-Oct-13,8:33:00 PM,8955,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,9997,1,1,1,1,1,9997,9997,1,1,9999,9997,9997,1,1,9997,1,1,1,1,5,0,1,9997,1,1,1,1,1,1,1
W08Q01,27877,16-Oct-13,8:36:00 PM,4462430,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,9997,9997,0,1,1,1,1,1,9997,9997,1,9999,9997,9997,1,1,9997,1,1,1,1,1,1,1,9997,1,1,1,1,1,1,1
W08Q01,27878,16-Oct-13,8:45:00 PM,4070542,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,2,9997,0,3,0,1,1,9997,1,9997,1,4,9997,9997,9997,0,9997,1,1,1,1,1,1,9997,1,1,1,1,2,0,1,1
W08Q01,27881,16-Oct-13,9:00:00 PM,4221074,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,9997,1,2,0,3,0,9997,5,9997,0,9999,9997,1,9997,1,9997,1,1,1,1,1,1,9997,3,0,1,1,1,1,1,1
W08Q01,27884,16-Oct-13,9:21:00 PM,3346319,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,9997,1,1,1,1,1,1,9997,9997,1,1,9999,9997,1,9997,1,1,9997,1,1,1,3,0,9997,1,1,1,1,2,0,1,1
W08Q01,27888,16-Oct-13,10:30:00 PM,3252476,1,1,2,0,3,0,6,0,1,1,2,0,1,1,1,1,1,9997,9997,1,1,1,3,0,9997,2,9997,0,9999,9997,2,9997,0,3,9997,0,1,1,1,1,9997,4,0,5,0,3,0,4,0
W08Q01,27890,16-Oct-13,10:58:00 PM,2150055,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,9997,1,1,1,1,1,1,9997,9997,1,1,9999,1,9997,9997,1,1,9997,1,1,1,1,1,4,9997,0,1,1,1,1,1,1
W08Q01,27891,16-Oct-13,11:08:00 PM,3579566,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,9997,1,1,2,0,1,1,3,9997,9997,0,9999,9997,9997,1,1,1,9997,1,3,0,4,0,9997,1,1,1,1,2,0,5,0
W08Q01,27892,16-Oct-13,11:14:00 PM,4273670,1,1,1,1,1,1,1,1,1,1,1,1,5,0,1,1,9997,9997,1,1,1,1,1,1,9997,9997,5,0,9999,9997,1,9997,1,9997,1,1,3,0,1,1,9997,5,0,1,1,1,1,1,1
W08Q01,27893,16-Oct-13,11:28:00 PM,921821,1,1,1,1,4,0,2,0,1,1,1,1,1,1,5,0,1,9997,9997,1,1,1,1,1,5,9997,9997,0,9999,9997,2,9997,0,1,9997,1,1,1,1,1,2,9997,0,4,0,2,0,1,1
W08Q01,27894,16-Oct-13,11:31:00 PM,262915,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,2,9997,0,1,1,5,0,9997,5,9997,0,9999,9997,9997,1,1,9997,1,1,1,1,1,1,2,9997,0,5,0,5,0,5,0
W08Q01,27895,16-Oct-13,11:47:00 PM,4122998,1,1,1,1,4,0,1,1,1,1,1,1,1,1,1,1,1,9997,9997,1,1,1,3,0,9997,9997,1,1,9999,9997,3,9997,0,9997,1,1,1,1,1,1,9997,5,0,2,0,1,1,2,0
W08Q01,27897,17-Oct-13,12:20:00 AM,4381686,1,1,1,1,5,0,1,1,1,1,1,1,1,1,1,1,9997,1,9997,1,5,0,3,0,1,9997,9997,1,9999,1,9997,9997,1,1,9997,1,1,1,3,0,9997,3,0,1,1,3,0,4,0
W08Q01,27898,17-Oct-13,12:22:00 AM,4442830,1,1,1,1,1,1,2,0,1,1,4,0,1,1,1,1,9997,1,9997,1,1,1,1,1,4,9997,9997,0,9999,4,9997,9997,0,1,9997,1,3,0,4,0,9997,1,1,2,0,1,1,1,1
W08Q01,27900,17-Oct-13,12:32:00 AM,2103276,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,9997,1,2,0,1,1,9997,9997,5,0,3,9997,9997,9997,0,9997,4,0,1,1,1,1,9997,1,1,1,1,1,1,2,0
W08Q01,27903,17-Oct-13,12:42:00 AM,4118535,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,9997,1,1,1,1,1,9997,9997,5,0,9999,9997,9997,1,1,9997,1,1,1,1,1,1,1,9997,1,5,0,2,0,1,1
W08Q01,27905,17-Oct-13,12:47:00 AM,4483838,1,1,1,1,5,0,3,0,4,0,2,0,1,1,1,1,9997,9997,1,1,1,1,3,0,2,9997,9997,0,9999,4,9997,9997,0,1,9997,1,3,0,2,0,9997,3,0,4,0,4,0,1,1
W08Q01,27906,17-Oct-13,1:08:00 AM,4316368,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,9997,1,1,1,1,1,9997,9997,5,0,9999,9997,3,9997,0,9997,1,1,1,1,1,1,9997,1,1,5,0,2,0,2,0
W08Q01,27909,17-Oct-13,1:22:00 AM,2533662,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,9997,1,1,1,1,1,9997,1,9997,1,1,9997,9997,9997,1,9997,1,1,1,1,4,0,9997,4,0,1,1,1,1,1,1
W08Q01,27912,17-Oct-13,2:48:00 AM,4373020,1,1,1,1,3,0,2,0,1,1,4,0,1,1,4,0,9997,9997,3,0,5,0,3,0,9997,9997,5,0,9999,9997,4,9997,0,9997,5,0,2,0,3,0,5,9997,0,5,0,1,1,5,0
W08Q01,27913,17-Oct-13,3:30:00 AM,4107195,1,1,1,1,1,1,1,1,3,0,1,1,1,1,1,1,9997,1,9997,1,1,1,1,1,1,9997,9997,1,9999,9997,9997,1,1,1,9997,1,3,0,1,1,1,9997,1,1,1,1,1,5,0
W08Q01,27914,17-Oct-13,3:34:00 AM,3301882,1,1,1,1,1,1,4,0,1,1,1,1,1,1,1,1,3,9997,9997,0,1,1,3,0,9997,1,9997,1,9999,9997,5,9997,0,9997,1,1,5,0,1,1,2,9997,0,2,0,1,1,2,0
W08Q01,27918,17-Oct-13,5:04:00 AM,3802132,1,1,1,1,3,0,1,1,1,1,1,1,1,1,1,1,9997,1,9997,1,1,1,4,0,9997,9997,5,0,9999,1,9997,9997,1,1,9997,1,3,0,1,1,1,9997,1,5,0,2,0,2,0
W08Q01,27919,17-Oct-13,5:29:00 AM,4518668,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,9997,1,1,5,0,1,1,9997,9997,1,1,3,9997,9997,9997,0,1,9997,1,1,1,1,1,9997,1,1,1,1,1,1,1,1
W08Q01,27928,17-Oct-13,6:03:00 AM,2134177,5,0,1,1,5,0,1,1,1,1,1,1,1,1,1,1,9997,5,9997,0,4,0,3,0,9997,5,9997,0,1,9997,9997,9997,1,9997,4,0,5,0,3,0,1,9997,1,1,1,2,0,5,0
W08Q01,27929,17-Oct-13,6:19:00 AM,4137280,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,3,9997,9997,0,1,1,3,0,9997,5,9997,0,3,9997,9997,9997,0,1,9997,1,1,1,1,1,9997,1,1,5,0,3,0,2,0
W08Q01,27930,17-Oct-13,6:23:00 AM,1773515,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,9997,9997,1,1,4,0,1,1,9997,9997,1,1,9999,9997,3,9997,0,9997,5,0,5,0,1,1,3,9997,0,1,1,3,0,4,0
W08Q01,27932,17-Oct-13,7:00:00 AM,4364682,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,9997,9997,1,1,1,5,0,9997,1,9997,1,1,9997,9997,9997,1,9997,1,1,1,1,1,1,9997,1,1,1,1,1,1,1,1
W08Q01,27933,17-Oct-13,7:03:00 AM,3214220,5,0,2,0,4,0,3,0,5,0,2,0,1,1,4,0,9997,9997,1,1,1,1,3,0,2,9997,9997,0,5,9997,9997,9997,0,2,9997,0,1,1,2,0,9997,5,0,3,0,3,0,2,0
W08Q01,27936,17-Oct-13,7:19:00 AM,4316487,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,9997,1,9997,1,4,0,3,0,1,9997,9997,1,9999,9997,3,9997,0,4,9997,0,1,1,1,1,3,9997,0,5,0,1,1,1,1
W08Q01,27939,17-Oct-13,8:07:00 AM,3766183,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,9997,1,9997,1,3,0,1,1,9997,1,9997,1,9999,9997,9997,1,1,9997,1,1,1,1,1,1,3,9997,0,5,0,1,1,2,0
W08Q01,27940,17-Oct-13,8:33:00 AM,941500,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,9997,1,1,1,1,1,9997,9997,1,1,4,9997,9997,9997,0,1,9997,1,1,1,1,1,1,9997,1,1,1,1,1,2,0
W08Q01,27941,17-Oct-13,8:34:00 AM,4214092,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,9997,1,1,1,1,1,1,9997,1,9997,1,9999,1,9997,9997,1,9997,1,1,1,1,1,1,9997,1,1,1,1,1,1,1,1
W08Q01,27943,17-Oct-13,8:39:00 AM,4013463,1,1,1,1,5,0,1,1,1,1,1,1,1,1,1,1,9997,1,9997,1,1,1,1,1,1,9997,9997,1,9999,9997,1,9997,1,9997,1,1,1,1,1,1,5,9997,0,1,1,1,1,1,1
W08Q01,27944,17-Oct-13,8:54:00 AM,4577104,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,9997,1,1,1,1,1,9997,1,9997,1,9999,9997,9997,1,1,1,9997,1,1,1,1,1,1,9997,1,1,1,1,1,1,1
W08Q01,27946,17-Oct-13,9:39:00 AM,3794212,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,9997,1,2,0,5,0,9997,1,9997,1,9999,9997,9997,1,1,9997,2,0,1,1,1,1,9997,2,0,5,0,3,0,2,0
W08Q01,27952,17-Oct-13,10:59:00 AM,4111830,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,9997,1,1,1,1,1,1,3,9997,9997,0,9999,9997,2,9997,0,9997,1,1,1,1,1,1,9997,1,1,5,0,4,0,4,0
W08Q01,27958,17-Oct-13,12:55:00 PM,3665302,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,9997,1,1,1,1,1,9997,9997,5,0,3,9997,9997,9997,0,9997,1,1,1,1,1,1,9997,1,1,1,1,1,1,1,1
W08Q01,27959,17-Oct-13,1:07:00 PM,749477,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,9997,1,1,1,1,1,1,9997,1,9997,1,9999,1,9997,9997,1,1,9997,1,1,1,1,1,9997,1,1,5,0,1,1,4,0
W08Q01,27961,17-Oct-13,1:38:00 PM,2918645,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,1,9997,9997,1,1,1,1,1,9997,9997,1,1,9999,9997,3,9997,0,1,9997,1,1,1,4,0,5,9997,0,1,1,2,0,1,1
W08Q01,27962,17-Oct-13,1:40:00 PM,4346505,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,9997,1,1,1,1,1,9997,9997,1,1,9999,9997,9997,1,1,9997,1,1,1,1,1,1,1,9997,1,1,1,1,1,1,1
W08Q01,27965,17-Oct-13,2:20:00 PM,1816779,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,9997,1,1,1,1,1,1,1,9997,9997,1,9999,9997,1,9997,1,9997,1,1,1,1,1,1,9997,1,1,1,1,1,1,1,1
W08Q01,27966,17-Oct-13,2:32:00 PM,2411871,1,1,2,0,3,0,1,1,1,1,1,1,1,1,1,1,9997,1,9997,1,1,1,3,0,1,9997,9997,1,9999,1,9997,9997,1,9997,1,1,1,1,1,1,9997,2,0,1,1,1,1,1,1
W08Q01,27970,17-Oct-13,3:05:00 PM,4466605,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,9997,1,5,0,1,1,1,9997,9997,1,9999,9997,9997,1,1,9997,1,1,1,1,4,0,9997,1,1,4,0,1,1,1,1
W08Q01,27972,17-Oct-13,3:25:00 PM,3727501,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,9997,1,1,1,1,1,1,9997,9997,1,1,9999,1,9997,9997,1,1,9997,1,1,1,1,1,9997,1,1,1,1,1,1,2,0
W08Q01,27977,17-Oct-13,3:56:00 PM,4430911,1,1,1,1,1,1,1,1,1,1,1,1,5,0,3,0,1,9997,9997,1,1,1,5,0,1,9997,9997,1,9999,1,9997,9997,1,9997,1,1,1,1,1,1,3,9997,0,1,1,1,1,2,0
W08Q01,27978,17-Oct-13,3:58:00 PM,1557129,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,9997,1,5,0,1,1,9997,9997,1,1,9999,9997,9997,1,1,9997,1,1,1,1,1,1,9997,1,1,1,1,1,1,1,1
W08Q01,27979,17-Oct-13,3:58:00 PM,4094188,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,9997,1,5,0,1,1,9997,9997,1,1,9999,1,9997,9997,1,1,9997,1,1,1,1,1,9997,1,1,1,1,1,1,1,1
W08Q01,27990,17-Oct-13,4:36:00 PM,1328436,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,4,9997,9997,0,1,1,1,1,1,9997,9997,1,9999,9997,9997,1,1,9997,1,1,1,1,1,1,2,9997,0,1,1,1,1,1,1
W08Q01,27993,17-Oct-13,4:59:00 PM,4363102,1,1,1,1,1,1,1,1,1,1,5,0,1,1,1,1,9997,9997,1,1,1,1,3,0,9997,1,9997,1,9999,1,9997,9997,1,9997,1,1,1,1,1,1,9997,1,1,1,1,1,1,2,0
W08Q01,27994,17-Oct-13,5:03:00 PM,138605,1,1,1,1,5,0,1,1,2,0,1,1,1,1,1,1,1,9997,9997,1,1,1,1,1,9997,1,9997,1,9999,9997,1,9997,1,9997,1,1,1,1,1,1,9997,1,1,1,1,1,1,2,0
W08Q01,27997,17-Oct-13,5:18:00 PM,1793226,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,9997,1,1,1,1,3,0,1,9997,9997,1,9999,9997,9997,1,1,1,9997,1,1,1,4,0,9997,3,0,5,0,1,1,2,0
W08Q01,28000,17-Oct-13,6:11:00 PM,4348117,1,1,1,1,5,0,1,1,1,1,1,1,1,1,1,1,1,9997,9997,1,1,1,1,1,1,9997,9997,1,1,9997,9997,9997,1,9997,1,1,1,1,4,0,3,9997,0,5,0,1,1,4,0
W08Q01,28001,17-Oct-13,6:22:00 PM,4334678,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,9997,1,5,0,1,1,9997,1,9997,1,9999,9997,3,9997,0,5,9997,0,3,0,2,0,9997,3,0,1,1,3,0,4,0
W08Q01,28002,17-Oct-13,6:29:00 PM,2488976,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,9997,1,1,1,1,1,1,9997,9997,1,1,9997,9997,9997,1,1,9997,1,1,1,1,1,1,9997,1,5,0,1,1,1,1
W08Q01,28003,17-Oct-13,6:41:00 PM,2304493,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,9997,1,3,0,1,1,1,9997,9997,1,9999,1,9997,9997,1,9997,1,1,1,1,1,1,9997,3,0,1,1,1,1,1,1
W08Q01,28004,17-Oct-13,6:45:00 PM,1066330,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,9997,1,1,1,1,1,9997,1,9997,1,9999,1,9997,9997,1,9997,1,1,1,1,2,0,9997,1,1,5,0,1,1,1,1
W08Q01,28005,17-Oct-13,6:48:00 PM,4350856,1,1,1,1,5,0,1,1,1,1,1,1,5,0,1,1,9997,9997,1,1,2,0,3,0,1,9997,9997,1,9999,1,9997,9997,1,1,9997,1,1,1,1,1,3,9997,0,5,0,1,1,2,0
W08Q01,28012,17-Oct-13,7:23:00 PM,4501672,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,9997,1,1,1,1,3,0,9997,1,9997,1,9999,9997,1,9997,1,9997,1,1,1,1,1,1,9997,1,1,1,1,1,1,2,0
W08Q01,28013,17-Oct-13,7:25:00 PM,4128563,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,2,9997,0,5,0,5,0,1,9997,9997,1,1,9997,9997,9997,1,1,9997,1,1,1,1,1,3,9997,0,5,0,1,1,1,1
W08Q01,28014,17-Oct-13,7:29:00 PM,771682,5,0,1,1,5,0,1,1,1,1,2,0,1,1,4,0,9997,1,9997,1,5,0,3,0,9997,9997,5,0,9999,9997,5,9997,0,1,9997,1,3,0,4,0,5,9997,0,2,0,1,1,5,0
W08Q01,28016,17-Oct-13,7:47:00 PM,4500055,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,9997,1,1,1,4,0,1,9997,9997,1,9999,9997,1,9997,1,9997,1,1,1,1,1,1,1,9997,1,1,1,2,0,4,0
W08Q01,28017,17-Oct-13,7:51:00 PM,3642533,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,2,9997,0,2,0,1,1,9997,1,9997,1,9999,9997,1,9997,1,1,9997,1,1,1,1,1,3,9997,0,1,1,3,0,5,0
W08Q01,28020,17-Oct-13,8:02:00 PM,1969453,1,1,2,0,5,0,4,0,1,1,1,1,1,1,1,1,9997,2,9997,0,2,0,1,1,2,9997,9997,0,9999,5,9997,9997,0,9997,1,1,1,1,1,1,1,9997,1,1,1,1,1,2,0
W08Q01,28023,17-Oct-13,8:07:00 PM,1521339,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,9997,1,5,0,5,0,9997,1,9997,1,9999,9997,9997,1,1,9997,1,1,1,1,1,1,4,9997,0,5,0,1,1,2,0
W08Q01,28025,17-Oct-13,8:20:00 PM,1327562,1,1,1,1,1,1,1,1,1,1,1,1,5,0,1,1,1,9997,9997,1,1,1,1,1,2,9997,9997,0,9999,9997,1,9997,1,9997,1,1,1,1,1,1,4,9997,0,5,0,1,1,4,0
W08Q01,28026,17-Oct-13,8:23:00 PM,3872320,1,1,1,1,1,1,4,0,1,1,1,1,1,1,1,1,2,9997,9997,0,1,1,1,1,9997,1,9997,1,2,9997,9997,9997,0,9997,1,1,1,1,1,1,1,9997,1,1,1,2,0,1,1
W08Q01,28032,17-Oct-13,8:46:00 PM,3824648,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,9997,1,1,1,5,0,9997,9997,4,0,9999,9997,3,9997,0,9997,1,1,1,1,1,1,1,9997,1,1,1,2,0,2,0
W08Q01,28038,17-Oct-13,9:14:00 PM,4496096,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,9997,9997,1,1,1,1,1,1,9997,5,9997,0,1,9997,9997,9997,1,1,9997,1,1,1,1,1,1,9997,1,1,1,1,1,2,0
W08Q01,28044,17-Oct-13,9:41:00 PM,4443957,1,1,1,1,1,1,4,0,1,1,1,1,1,1,1,1,1,9997,9997,1,1,1,1,1,1,9997,9997,1,9999,9997,9997,1,1,9997,1,1,1,1,1,1,1,9997,1,1,1,1,1,1,1
W08Q01,28048,17-Oct-13,9:57:00 PM,3556558,1,1,1,1,5,0,1,1,1,1,1,1,1,1,1,1,9997,9997,1,1,5,0,1,1,9997,5,9997,0,9999,9997,9997,1,1,1,9997,1,1,1,2,0,1,9997,1,5,0,1,1,2,0
W08Q01,28051,17-Oct-13,10:15:00 PM,254988,1,1,1,1,1,1,1,1,1,1,1,1,3,0,1,1,1,9997,9997,1,5,0,1,1,9997,1,9997,1,9999,9997,1,9997,1,9997,1,1,1,1,1,1,9997,1,1,1,1,1,1,1,1
W08Q01,28052,17-Oct-13,10:24:00 PM,3040352,1,1,1,1,5,0,1,1,1,1,1,1,1,1,1,1,9997,9997,1,1,5,0,1,1,9997,5,9997,0,9999,9997,1,9997,1,1,9997,1,1,1,1,1,1,9997,1,1,1,1,1,4,0
W08Q01,28053,17-Oct-13,10:26:00 PM,3716034,1,1,1,1,3,0,1,1,1,1,2,0,1,1,1,1,1,9997,9997,1,1,1,1,1,9997,1,9997,1,9999,9997,9997,1,1,1,9997,1,1,1,1,1,9997,4,0,1,1,2,0,4,0
W08Q01,28055,17-Oct-13,10:31:00 PM,4248334,1,1,2,0,1,1,4,0,1,1,1,1,1,1,1,1,1,9997,9997,1,2,0,1,1,9997,9997,5,0,9999,9997,9997,1,1,1,9997,1,1,1,4,0,1,9997,1,1,1,1,1,2,0
W08Q01,28057,17-Oct-13,10:43:00 PM,1111057,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,9997,1,1,1,4,0,9997,9997,1,1,9999,9997,5,9997,0,1,9997,1,1,1,1,1,4,9997,0,1,1,1,1,2,0
W08Q01,28065,17-Oct-13,11:38:00 PM,41126,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,9997,1,1,1,1,1,9997,1,9997,1,9999,9997,2,9997,0,1,9997,1,1,1,1,1,1,9997,1,1,1,1,1,2,0
W08Q01,28069,17-Oct-13,11:54:00 PM,4464382,1,1,2,0,5,0,1,1,1,1,1,1,5,0,4,0,9997,9997,1,1,5,0,5,0,9997,9997,1,1,9999,9997,5,9997,0,1,9997,1,4,0,1,1,9997,4,0,1,1,1,1,5,0
W08Q01,28070,18-Oct-13,12:05:00 AM,1599779,2,0,1,1,3,0,1,1,2,0,1,1,1,1,1,1,9997,9997,2,0,2,0,5,0,9997,9997,4,0,1,9997,9997,9997,1,1,9997,1,1,1,4,0,1,9997,1,5,0,2,0,4,0
W08Q01,28073,18-Oct-13,12:22:00 AM,4403949,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,9997,1,1,1,1,1,9997,5,9997,0,9999,1,9997,9997,1,1,9997,1,1,1,1,1,1,9997,1,1,1,1,1,1,1
W08Q01,28083,18-Oct-13,1:35:00 AM,4794910,5,0,1,1,4,0,1,1,1,1,3,0,1,1,1,1,9997,9997,3,0,5,0,1,1,9997,1,9997,1,9999,1,9997,9997,1,9997,1,1,1,1,1,1,9997,1,1,1,1,2,0,1,1
W08Q01,28088,18-Oct-13,3:11:00 AM,3494519,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,2,9997,9997,0,1,1,3,0,9997,9997,5,0,9999,9997,9997,1,1,9997,1,1,1,1,4,0,3,9997,0,2,0,1,1,1,1
W08Q01,28089,18-Oct-13,3:12:00 AM,1589469,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,9997,1,1,1,1,1,9997,1,9997,1,9999,1,9997,9997,1,1,9997,1,1,1,1,1,3,9997,0,1,1,2,0,2,0
W08Q01,28091,18-Oct-13,3:24:00 AM,2721925,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,9997,1,1,1,1,1,9997,9997,1,1,9999,9997,1,9997,1,1,9997,1,1,1,1,1,9997,1,1,1,1,2,0,1,1
W08Q01,28095,18-Oct-13,4:33:00 AM,1230482,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,9997,1,1,1,1,3,0,9997,9997,1,1,9999,9997,9997,1,1,9997,1,1,1,1,1,1,2,9997,0,2,0,4,0,2,0
W08Q01,28096,18-Oct-13,4:37:00 AM,4330053,1,1,2,0,3,0,1,1,1,1,1,1,1,1,1,1,9997,1,9997,1,5,0,1,1,9997,9997,5,0,9999,1,9997,9997,1,9997,1,1,1,1,1,1,1,9997,1,5,0,1,1,4,0
W08Q01,28102,18-Oct-13,6:43:00 AM,4414458,1,1,2,0,1,1,1,1,4,0,4,0,4,0,2,0,1,9997,9997,1,4,0,3,0,9997,4,9997,0,9999,5,9997,9997,0,1,9997,1,2,0,1,1,3,9997,0,5,0,3,0,2,0
W08Q01,28104,18-Oct-13,7:10:00 AM,4188119,1,1,1,1,1,1,1,1,1,1,4,0,1,1,1,1,9997,9997,1,1,3,0,1,1,1,9997,9997,1,9999,9997,5,9997,0,9997,1,1,1,1,1,1,4,9997,0,1,1,1,1,1,1
W08Q01,28106,18-Oct-13,7:28:00 AM,809288,1,1,2,0,5,0,2,0,2,0,1,1,1,1,4,0,9997,9997,2,0,4,0,3,0,5,9997,9997,0,9999,9997,4,9997,0,1,9997,1,1,1,4,0,9997,4,0,1,1,4,0,4,0
W08Q01,28108,18-Oct-13,7:45:00 AM,4323930,1,1,1,1,5,0,1,1,1,1,1,1,1,1,1,1,9997,1,9997,1,5,0,4,0,9997,5,9997,0,9999,9997,3,9997,0,9997,1,1,1,1,1,1,9997,3,0,1,1,1,1,5,0
W08Q01,28110,18-Oct-13,7:50:00 AM,4293300,1,1,1,1,5,0,1,1,1,1,1,1,1,1,1,1,9997,9997,2,0,2,0,1,1,4,9997,9997,0,9999,9997,1,9997,1,1,9997,1,3,0,4,0,1,9997,1,1,1,5,0,4,0
W08Q01,28115,18-Oct-13,9:33:00 AM,2983306,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,9997,1,1,1,1,3,0,1,9997,9997,1,9999,1,9997,9997,1,9997,1,1,1,1,1,1,5,9997,0,1,1,1,1,1,1
W08Q01,28116,18-Oct-13,9:51:00 AM,2924102,1,1,1,1,5,0,1,1,1,1,2,0,1,1,1,1,9997,9997,1,1,2,0,1,1,9997,9997,1,1,9999,9997,2,9997,0,1,9997,1,1,1,1,1,1,9997,1,5,0,2,0,1,1
W08Q01,28117,18-Oct-13,9:52:00 AM,4450480,1,1,1,1,5,0,1,1,1,1,1,1,5,0,1,1,1,9997,9997,1,1,1,3,0,9997,9997,1,1,1,9997,9997,9997,1,9997,1,1,1,1,1,1,2,9997,0,5,0,1,1,4,0
W08Q01,28124,18-Oct-13,10:48:00 AM,4313808,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,9997,1,1,1,1,1,1,9997,9997,1,1,9999,9997,1,9997,1,9997,1,1,1,1,1,1,9997,1,1,1,1,1,1,1,1
W08Q01,28125,18-Oct-13,10:59:00 AM,3158949,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,1,9997,1,1,1,1,1,9997,1,9997,1,9999,9997,1,9997,1,9997,1,1,1,1,1,1,1,9997,1,1,1,2,0,1,1
W08Q01,28128,18-Oct-13,11:12:00 AM,4365917,1,1,1,1,1,1,4,0,1,1,1,1,1,1,1,1,1,9997,9997,1,5,0,1,1,9997,1,9997,1,1,9997,9997,9997,1,1,9997,1,1,1,3,0,9997,5,0,4,0,5,0,5,0
W08Q01,28133,18-Oct-13,12:16:00 PM,3316362,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9997,9997,1,5,0,3,0,3,9997,9997,0,9999,9997,9997,1,1,9997,1,1,1,1,1,1,3,9997,0,1,1,1,1,1,1
