quiz,submission_id,submission_date,submission_time,coursera_user_id,Q01v1,Q01v2,Q01_corr,Q02,Q02_corr,Q03v1,Q03v2,Q03v3,Q03_corr,Q04v1,Q04v2,Q04_corr,Q05v1,Q05v2,Q05_corr,Q06v1,Q06v2,Q06v3,Q06_corr,Q07v1,Q07v2,Q07_corr,Q08v1,Q08v2,Q08_corr,Q09v1,Q09v2,Q09_corr,Q10v1,Q10v2,Q10_corr,Q11,Q11_corr,Q12,Q12_corr,Q13,Q13_corr,Q14,Q14_corr,Q15,Q15_corr,Q16,Q16_corr,Q17,Q17_corr,Q18,Q18_corr,Q19,Q19_corr,Q20,Q20_corr
W05Q01,23065,30-Sep-13,12:36:00 AM,1337494,9997,1,1,1,1,9997,6,9997,0,1,9997,1,2,9997,0,1,9997,9997,1,9999,9999,0,9997,1,1,1,9997,1,3,9997,0,5,0,4,0,#NULL!,0,2,0,2,0,1,1,1,1,1,1,1,1,1,1
W05Q01,23066,30-Sep-13,12:37:00 AM,4258959,9997,1,1,2,0,1,9997,9997,1,9997,1,1,1,9997,1,9997,1,9997,1,9999,9999,0,9997,5,0,1,9997,1,9997,3,0,5,0,2,0,#NULL!,0,4,0,1,1,1,1,5,0,3,0,1,1,1,1
W05Q01,23067,30-Sep-13,12:37:00 AM,2935422,2,9997,0,5,0,1,9997,9997,1,9997,1,1,9997,1,1,9997,9997,1,1,9999,9999,0,1,9997,1,9997,1,1,9997,1,1,5,0,1,1,#NULL!,0,3,0,2,0,1,1,1,1,1,1,1,1,1,1
W05Q01,23072,30-Sep-13,12:38:00 AM,4463520,1,9997,1,1,1,9997,9997,1,1,1,9997,1,9997,1,1,1,9997,9997,1,9999,9999,0,9997,1,1,1,9997,1,1,9997,1,5,0,3,0,#NULL!,0,1,1,4,0,1,1,1,1,1,1,1,1,1,1
W05Q01,23076,30-Sep-13,12:44:00 AM,1705213,1,9997,1,5,0,1,9997,9997,1,1,9997,1,9999,9999,0,5,9997,9997,0,9999,9999,0,9997,1,1,1,9997,1,1,9997,1,5,0,1,1,#NULL!,0,4,0,3,0,1,1,1,1,1,1,1,1,4,0
W05Q01,23082,30-Sep-13,12:51:00 AM,4246404,9997,1,1,3,0,9997,9997,2,0,1,9997,1,9997,1,1,9997,1,9997,1,9999,9999,0,1,9997,1,9997,1,1,9997,1,1,1,1,2,0,#NULL!,0,4,0,2,0,1,1,1,1,1,1,1,1,1,1
W05Q01,23083,30-Sep-13,12:51:00 AM,262915,1,9997,1,1,1,9997,9997,3,0,9997,1,1,9997,1,1,9997,5,9997,0,9999,9999,0,9997,1,1,1,9997,1,4,9997,0,5,0,3,0,#NULL!,0,1,1,1,1,3,0,1,1,4,0,4,0,1,1
W05Q01,23084,30-Sep-13,12:51:00 AM,4192481,9997,1,1,4,0,1,9997,9997,1,1,9997,1,9997,1,1,9997,1,9997,1,9999,9999,0,9997,1,1,9997,1,1,9997,1,1,5,0,1,1,#NULL!,0,3,0,1,1,1,1,1,1,1,1,1,1,1,1
W05Q01,23085,30-Sep-13,12:53:00 AM,4381838,1,9997,1,5,0,6,9997,9997,0,1,9997,1,1,9997,1,9997,1,9997,1,9999,9999,0,1,9997,1,1,9997,1,9997,1,1,1,1,3,0,#NULL!,0,3,0,2,0,1,1,4,0,1,1,1,1,1,1
W05Q01,23086,30-Sep-13,12:53:00 AM,2947859,1,9997,1,1,1,9997,9997,1,1,1,9997,1,9997,1,1,9997,1,9997,1,9999,9999,0,9997,1,1,1,9997,1,9997,1,1,1,1,3,0,#NULL!,0,5,0,2,0,5,0,1,1,1,1,1,1,2,0
W05Q01,23090,30-Sep-13,12:59:00 AM,3123257,9997,1,1,1,1,9997,1,9997,1,1,9997,1,1,9997,1,9997,9997,1,1,9999,9999,0,9997,1,1,9997,1,1,9997,1,1,4,0,3,0,#NULL!,0,3,0,2,0,1,1,1,1,1,1,1,1,1,1
W05Q01,23094,30-Sep-13,1:05:00 AM,3296105,1,9997,1,1,1,9997,9997,5,0,1,9997,1,5,9997,0,4,9997,9997,0,9999,9999,0,9997,1,1,9997,1,1,9997,4,0,5,0,1,1,#NULL!,0,5,0,3,0,4,0,1,1,1,1,1,1,4,0
W05Q01,23099,30-Sep-13,1:09:00 AM,1840697,2,9997,0,1,1,1,9997,9997,1,9997,1,1,1,9997,1,9997,1,9997,1,9999,9999,0,9997,4,0,9997,1,1,2,9997,0,1,1,4,0,#NULL!,0,3,0,3,0,1,1,1,1,5,0,1,1,1,1
W05Q01,23100,30-Sep-13,1:11:00 AM,2452088,1,9997,1,1,1,9997,4,9997,0,1,9997,1,9997,1,1,9997,1,9997,1,9999,9999,0,9997,1,1,1,9997,1,9997,1,1,2,0,1,1,#NULL!,0,3,0,2,0,3,0,1,1,5,0,1,1,1,1
W05Q01,23101,30-Sep-13,1:12:00 AM,4196251,9997,1,1,1,1,9997,9997,5,0,9997,1,1,9997,1,1,9997,9997,5,0,9999,9999,0,1,9997,1,9997,4,0,9997,1,1,5,0,2,0,#NULL!,0,5,0,2,0,1,1,1,1,1,1,4,0,5,0
W05Q01,23102,30-Sep-13,1:12:00 AM,3385353,1,9997,1,3,0,9997,9997,2,0,4,9997,0,1,9997,1,5,9997,9997,0,9999,9999,0,9997,1,1,9997,1,1,1,9997,1,5,0,3,0,#NULL!,0,5,0,2,0,4,0,5,0,4,0,1,1,1,1
W05Q01,23106,30-Sep-13,1:14:00 AM,688837,9997,1,1,1,1,9997,1,9997,1,1,9997,1,1,9997,1,9997,9997,1,1,9999,9999,0,9997,1,1,9997,1,1,1,9997,1,1,1,3,0,#NULL!,0,5,0,1,1,1,1,1,1,1,1,1,1,1,1
W05Q01,23107,30-Sep-13,1:17:00 AM,4304984,1,9997,1,1,1,1,9997,9997,1,9997,1,1,1,9997,1,1,9997,9997,1,9999,9999,0,9997,1,1,1,9997,1,9997,1,1,5,0,3,0,#NULL!,0,5,0,2,0,4,0,1,1,2,0,1,1,1,1
W05Q01,23109,30-Sep-13,1:18:00 AM,4563397,1,9997,1,3,0,9997,6,9997,0,1,9997,1,9997,1,1,9997,1,9997,1,9999,9999,0,1,9997,1,1,9997,1,1,9997,1,5,0,3,0,#NULL!,0,5,0,1,1,1,1,1,1,1,1,1,1,1,1
W05Q01,23110,30-Sep-13,1:18:00 AM,2707689,9997,1,1,1,1,9997,1,9997,1,9997,1,1,1,9997,1,9997,1,9997,1,9999,9999,0,5,9997,0,1,9997,1,9997,1,1,5,0,3,0,#NULL!,0,3,0,2,0,1,1,1,1,1,1,3,0,1,1
W05Q01,23111,30-Sep-13,1:19:00 AM,4446619,9997,1,1,3,0,1,9997,9997,1,9997,3,0,1,9997,1,4,9997,9997,0,9999,9999,0,9997,1,1,1,9997,1,9997,1,1,5,0,1,1,#NULL!,0,5,0,1,1,1,1,4,0,1,1,4,0,1,1
W05Q01,23113,30-Sep-13,1:23:00 AM,1393302,9997,1,1,1,1,1,9997,9997,1,1,9997,1,1,9997,1,9997,1,9997,1,9999,9999,0,9997,1,1,1,9997,1,1,9997,1,5,0,2,0,#NULL!,0,3,0,1,1,1,1,1,1,1,1,3,0,1,1
W05Q01,23114,30-Sep-13,1:23:00 AM,4516132,9997,1,1,1,1,9997,1,9997,1,1,9997,1,1,9997,1,9997,1,9997,1,9999,9999,0,9997,1,1,9997,1,1,1,9997,1,5,0,2,0,#NULL!,0,3,0,1,1,1,1,1,1,1,1,1,1,1,1
W05Q01,23116,30-Sep-13,1:24:00 AM,4464382,9997,1,1,1,1,4,9997,9997,0,9997,1,1,9997,6,0,9997,1,9997,1,9999,9999,0,9997,4,0,9997,1,1,1,9997,1,5,0,1,1,#NULL!,0,2,0,3,0,1,1,1,1,1,1,3,0,1,1
W05Q01,23118,30-Sep-13,1:25:00 AM,4420667,1,9997,1,3,0,9997,9997,6,0,9997,1,1,1,9997,1,1,9997,9997,1,9999,9999,0,1,9997,1,9997,1,1,9997,1,1,1,1,3,0,#NULL!,0,4,0,5,0,3,0,3,0,5,0,1,1,5,0
W05Q01,23125,30-Sep-13,1:29:00 AM,4125800,1,9997,1,1,1,5,9997,9997,0,1,9997,1,9997,1,1,1,9997,9997,1,9999,9999,0,9997,5,0,1,9997,1,1,9997,1,1,1,3,0,#NULL!,0,5,0,1,1,1,1,1,1,1,1,1,1,1,1
W05Q01,23126,30-Sep-13,1:29:00 AM,3548185,9997,1,1,1,1,9997,9997,1,1,1,9997,1,9997,1,1,5,9997,9997,0,9999,9999,0,9997,1,1,1,9997,1,9997,1,1,1,1,3,0,#NULL!,0,5,0,1,1,1,1,1,1,1,1,1,1,1,1
W05Q01,23134,30-Sep-13,1:36:00 AM,2856139,9997,1,1,1,1,9997,6,9997,0,1,9997,1,1,9997,1,9997,1,9997,1,9999,9999,0,1,9997,1,9997,1,1,1,9997,1,4,0,3,0,#NULL!,0,2,0,2,0,1,1,1,1,1,1,1,1,1,1
W05Q01,23136,30-Sep-13,1:39:00 AM,4453733,1,9997,1,1,1,9997,6,9997,0,9997,1,1,9997,1,1,9997,1,9997,1,9999,9999,0,1,9997,1,1,9997,1,9997,1,1,5,0,3,0,#NULL!,0,5,0,2,0,1,1,4,0,1,1,1,1,1,1
W05Q01,23143,30-Sep-13,1:47:00 AM,4342447,1,9997,1,1,1,1,9997,9997,1,4,9997,0,1,9997,1,9997,9997,1,1,9999,9999,0,5,9997,0,9997,1,1,1,9997,1,1,1,3,0,#NULL!,0,3,0,2,0,1,1,4,0,1,1,1,1,1,1
W05Q01,23145,30-Sep-13,1:52:00 AM,4409034,1,9997,1,1,1,9997,1,9997,1,9997,1,1,9997,1,1,9997,9997,1,1,9999,9999,0,9997,1,1,9997,1,1,1,9997,1,1,1,3,0,#NULL!,0,3,0,1,1,1,1,1,1,1,1,1,1,1,1
W05Q01,23150,30-Sep-13,1:55:00 AM,4551126,9997,1,1,1,1,9997,1,9997,1,1,9997,1,9997,6,0,9997,1,9997,1,9999,9999,0,1,9997,1,1,9997,1,9997,1,1,1,1,3,0,#NULL!,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1
W05Q01,23151,30-Sep-13,1:58:00 AM,635453,9997,1,1,1,1,9997,1,9997,1,9997,4,0,4,9997,0,3,9997,9997,0,9999,9999,0,9997,5,0,9997,3,0,3,9997,0,5,0,5,0,#NULL!,0,4,0,2,0,4,0,1,1,3,0,4,0,4,0
W05Q01,23152,30-Sep-13,1:59:00 AM,4534198,9997,3,0,1,1,4,9997,9997,0,1,9997,1,9997,6,0,9997,1,9997,1,9999,9999,0,1,9997,1,1,9997,1,9997,1,1,2,0,3,0,#NULL!,0,5,0,1,1,1,1,5,0,1,1,1,1,1,1
W05Q01,23155,30-Sep-13,2:01:00 AM,4118871,9997,1,1,1,1,9997,6,9997,0,1,9997,1,5,9997,0,1,9997,9997,1,9999,9999,0,9997,1,1,1,9997,1,9997,1,1,5,0,3,0,#NULL!,0,3,0,2,0,1,1,1,1,1,1,1,1,1,1
W05Q01,23156,30-Sep-13,2:03:00 AM,941928,9997,1,1,5,0,1,9997,9997,1,9997,1,1,4,9997,0,9997,4,9997,0,9999,9999,0,3,9997,0,5,9997,0,9997,2,0,5,0,1,1,#NULL!,0,5,0,3,0,1,1,2,0,3,0,1,1,4,0
W05Q01,23157,30-Sep-13,2:04:00 AM,4125285,1,9997,1,5,0,9997,6,9997,0,4,9997,0,9997,1,1,9997,1,9997,1,9999,9999,0,9997,1,1,1,9997,1,9997,1,1,5,0,3,0,#NULL!,0,5,0,1,1,1,1,1,1,1,1,1,1,1,1
W05Q01,23158,30-Sep-13,2:06:00 AM,4306895,9997,1,1,5,0,1,9997,9997,1,1,9997,1,7,9997,0,1,9997,9997,1,9999,9999,0,5,9997,0,1,9997,1,1,9997,1,5,0,4,0,#NULL!,0,3,0,2,0,4,0,1,1,3,0,1,1,1,1
W05Q01,23160,30-Sep-13,2:07:00 AM,4079953,4,9997,0,1,1,9997,9997,7,0,9997,1,1,9997,1,1,9997,1,9997,1,9999,9999,0,9997,4,0,9997,1,1,1,9997,1,5,0,5,0,#NULL!,0,3,0,1,1,1,1,4,0,1,1,1,1,1,1
W05Q01,23165,30-Sep-13,2:14:00 AM,3376893,1,9997,1,5,0,1,9997,9997,1,1,9997,1,9997,1,1,9997,9997,1,1,9999,9999,0,9997,1,1,1,9997,1,2,9997,0,5,0,3,0,#NULL!,0,5,0,2,0,1,1,4,0,5,0,1,1,1,1
W05Q01,23166,30-Sep-13,2:18:00 AM,1679775,9997,1,1,1,1,1,9997,9997,1,9997,1,1,1,9997,1,9997,9997,5,0,9999,9999,0,9997,1,1,9997,1,1,1,9997,1,3,0,3,0,#NULL!,0,5,0,2,0,1,1,3,0,1,1,5,0,1,1
W05Q01,23167,30-Sep-13,2:18:00 AM,4367889,9997,1,1,1,1,1,9997,9997,1,9997,1,1,1,9997,1,9997,1,9997,1,9999,9999,0,1,9997,1,9997,1,1,1,9997,1,5,0,4,0,#NULL!,0,5,0,2,0,3,0,3,0,1,1,1,1,1,1
W05Q01,23168,30-Sep-13,2:20:00 AM,1156743,1,9997,1,1,1,9997,9997,1,1,1,9997,1,9997,1,1,1,9997,9997,1,9999,9999,0,1,9997,1,1,9997,1,1,9997,1,1,1,3,0,#NULL!,0,2,0,5,0,1,1,1,1,1,1,1,1,1,1
W05Q01,23173,30-Sep-13,2:25:00 AM,4504653,2,9997,0,5,0,9997,4,9997,0,9997,1,1,9997,1,1,9997,9997,1,1,9999,9999,0,1,9997,1,9997,1,1,1,9997,1,5,0,4,0,#NULL!,0,3,0,1,1,3,0,1,1,1,1,4,0,4,0
W05Q01,23174,30-Sep-13,2:27:00 AM,4267776,1,9997,1,1,1,1,9997,9997,1,1,9997,1,5,9997,0,1,9997,9997,1,9999,9999,0,1,9997,1,1,9997,1,1,9997,1,5,0,3,0,#NULL!,0,5,0,1,1,3,0,1,1,1,1,3,0,4,0
W05Q01,23175,30-Sep-13,2:27:00 AM,3797533,1,9997,1,5,0,9997,9997,3,0,1,9997,1,9997,6,0,9997,9997,1,1,9999,9999,0,1,9997,1,1,9997,1,9997,1,1,5,0,2,0,#NULL!,0,4,0,5,0,3,0,1,1,5,0,1,1,1,1
W05Q01,23178,30-Sep-13,2:30:00 AM,4477789,9997,1,1,1,1,9997,9997,6,0,1,9997,1,9997,1,1,9997,9997,1,1,9999,9999,0,1,9997,1,1,9997,1,1,9997,1,1,1,1,1,#NULL!,0,4,0,2,0,1,1,1,1,1,1,1,1,1,1
W05Q01,23181,30-Sep-13,2:32:00 AM,4363102,9997,1,1,3,0,9997,9997,5,0,9997,1,1,5,9997,0,9997,1,9997,1,9999,9999,0,9997,1,1,1,9997,1,4,9997,0,5,0,3,0,#NULL!,0,5,0,2,0,3,0,1,1,1,1,1,1,1,1
W05Q01,23184,30-Sep-13,2:35:00 AM,4566635,1,9997,1,3,0,1,9997,9997,1,9997,1,1,5,9997,0,9997,1,9997,1,9999,9999,0,1,9997,1,1,9997,1,1,9997,1,5,0,3,0,#NULL!,0,1,1,1,1,3,0,1,1,1,1,9999,0,1,1
W05Q01,23186,30-Sep-13,2:36:00 AM,459609,9997,1,1,1,1,9997,9997,3,0,9997,1,1,9997,7,0,9997,9997,4,0,9999,9999,0,1,9997,1,1,9997,1,9997,1,1,5,0,1,1,#NULL!,0,1,1,1,1,3,0,9999,0,2,0,1,1,5,0
W05Q01,23187,30-Sep-13,2:37:00 AM,3301882,9997,2,0,1,1,5,9997,9997,0,1,9997,1,9997,1,1,9997,9997,1,1,9999,9999,0,9997,1,1,9997,1,1,1,9997,1,1,1,4,0,#NULL!,0,3,0,2,0,1,1,5,0,1,1,5,0,1,1
W05Q01,23190,30-Sep-13,2:39:00 AM,4411922,1,9997,1,3,0,9997,9997,1,1,9997,1,1,5,9997,0,9997,9997,1,1,9999,9999,0,9997,1,1,1,9997,1,9997,1,1,5,0,3,0,#NULL!,0,3,0,1,1,3,0,4,0,1,1,1,1,2,0
W05Q01,23192,30-Sep-13,2:40:00 AM,2099994,9997,1,1,1,1,9997,6,9997,0,1,9997,1,4,9997,0,1,9997,9997,1,9999,9999,0,9997,1,1,1,9997,1,1,9997,1,1,1,3,0,#NULL!,0,2,0,2,0,1,1,1,1,1,1,1,1,1,1
W05Q01,23198,30-Sep-13,2:43:00 AM,3965270,9997,1,1,1,1,4,9997,9997,0,1,9997,1,1,9997,1,9997,9997,5,0,9999,9999,0,9997,1,1,1,9997,1,9997,1,1,1,1,3,0,#NULL!,0,5,0,2,0,3,0,1,1,1,1,1,1,1,1
W05Q01,23201,30-Sep-13,2:47:00 AM,1793947,9997,1,1,1,1,1,9997,9997,1,1,9997,1,2,9997,0,9997,9997,1,1,9999,9999,0,9997,1,1,1,9997,1,1,9997,1,9999,0,3,0,#NULL!,0,3,0,3,0,1,1,4,0,1,1,1,1,1,1
W05Q01,23202,30-Sep-13,2:53:00 AM,270106,1,9997,1,1,1,1,9997,9997,1,1,9997,1,7,9997,0,1,9997,9997,1,9999,9999,0,3,9997,0,9997,4,0,9997,3,0,4,0,3,0,#NULL!,0,5,0,9999,0,3,0,1,1,1,1,4,0,2,0
W05Q01,23206,30-Sep-13,2:56:00 AM,1910467,1,9997,1,1,1,9997,9997,2,0,1,9997,1,1,9997,1,9997,9997,1,1,9999,9999,0,9997,1,1,1,9997,1,9997,1,1,5,0,5,0,#NULL!,0,5,0,1,1,4,0,1,1,1,1,1,1,4,0
W05Q01,23207,30-Sep-13,2:56:00 AM,2309868,1,9997,1,1,1,9997,9997,2,0,1,9997,1,5,9997,0,9997,4,9997,0,9999,9999,0,9997,1,1,9997,1,1,4,9997,0,3,0,4,0,#NULL!,0,4,0,2,0,2,0,5,0,1,1,1,1,5,0
W05Q01,23208,30-Sep-13,2:56:00 AM,4133151,1,9997,1,3,0,9997,1,9997,1,4,9997,0,9997,1,1,9997,4,9997,0,9999,9999,0,1,9997,1,9997,1,1,9999,9999,0,5,0,1,1,#NULL!,0,2,0,3,0,3,0,1,1,1,1,1,1,5,0
W05Q01,23209,30-Sep-13,2:57:00 AM,4651499,9997,1,1,1,1,1,9997,9997,1,9997,1,1,5,9997,0,9997,9997,1,1,9999,9999,0,1,9997,1,9997,1,1,2,9997,0,4,0,4,0,#NULL!,0,5,0,3,0,1,1,1,1,1,1,3,0,4,0
W05Q01,23212,30-Sep-13,2:59:00 AM,4413149,1,9997,1,3,0,9997,9997,1,1,9997,1,1,9997,1,1,1,9997,9997,1,9999,9999,0,1,9997,1,1,9997,1,1,9997,1,5,0,3,0,#NULL!,0,2,0,4,0,1,1,1,1,1,1,1,1,2,0
W05Q01,23214,30-Sep-13,3:00:00 AM,2446856,9997,1,1,3,0,9997,6,9997,0,1,9997,1,7,9997,0,1,9997,9997,1,9999,9999,0,9997,1,1,1,9997,1,1,9997,1,5,0,3,0,#NULL!,0,2,0,2,0,1,1,1,1,1,1,1,1,1,1
W05Q01,23215,30-Sep-13,3:01:00 AM,4487968,1,9997,1,4,0,9997,9997,6,0,9997,1,1,4,9997,0,4,9997,9997,0,9999,9999,0,9997,5,0,9997,1,1,1,9997,1,1,1,3,0,#NULL!,0,2,0,2,0,3,0,4,0,1,1,4,0,1,1
W05Q01,23217,30-Sep-13,3:04:00 AM,4463275,9997,3,0,1,1,9997,7,9997,0,1,9997,1,9997,5,0,9997,9997,1,1,9999,9999,0,1,9997,1,9997,1,1,9997,1,1,4,0,3,0,#NULL!,0,5,0,1,1,1,1,1,1,1,1,4,0,2,0
W05Q01,23219,30-Sep-13,3:06:00 AM,3544388,9997,1,1,1,1,9997,9997,6,0,9997,1,1,9997,1,1,1,9997,9997,1,9999,9999,0,1,9997,1,9997,1,1,3,9997,0,4,0,3,0,#NULL!,0,4,0,2,0,5,0,4,0,2,0,1,1,1,1
W05Q01,23221,30-Sep-13,3:09:00 AM,690902,9997,1,1,3,0,1,9997,9997,1,3,9997,0,2,9997,0,9997,1,9997,1,9999,9999,0,1,9997,1,1,9997,1,1,9997,1,5,0,3,0,#NULL!,0,3,0,1,1,1,1,1,1,1,1,1,1,3,0
W05Q01,23223,30-Sep-13,3:11:00 AM,4217030,1,9997,1,1,1,9997,6,9997,0,1,9997,1,1,9997,1,9997,9997,5,0,9999,9999,0,9997,3,0,1,9997,1,9997,3,0,5,0,4,0,#NULL!,0,5,0,1,1,3,0,4,0,2,0,1,1,2,0
W05Q01,23224,30-Sep-13,3:11:00 AM,4403949,1,9997,1,1,1,1,9997,9997,1,9997,1,1,9997,7,0,9997,1,9997,1,9999,9999,0,1,9997,1,9997,1,1,1,9997,1,5,0,3,0,#NULL!,0,4,0,1,1,1,1,1,1,1,1,2,0,1,1
W05Q01,23225,30-Sep-13,3:11:00 AM,4559042,1,9997,1,1,1,9997,1,9997,1,9997,1,1,5,9997,0,9997,9997,1,1,9999,9999,0,1,9997,1,9997,1,1,1,9997,1,3,0,2,0,#NULL!,0,3,0,1,1,4,0,1,1,2,0,1,1,4,0
W05Q01,23230,30-Sep-13,3:16:00 AM,4359711,1,9997,1,1,1,9997,4,9997,0,1,9997,1,1,9997,1,5,9997,9997,0,9999,9999,0,9997,1,1,4,9997,0,4,9997,0,5,0,2,0,#NULL!,0,2,0,1,1,2,0,1,1,1,1,1,1,5,0
W05Q01,23232,30-Sep-13,3:17:00 AM,1934542,9997,1,1,5,0,9997,6,9997,0,1,9997,1,5,9997,0,5,9997,9997,0,9999,9999,0,9997,1,1,1,9997,1,1,9997,1,5,0,2,0,#NULL!,0,3,0,2,0,4,0,4,0,1,1,1,1,1,1
W05Q01,23234,30-Sep-13,3:18:00 AM,1410827,1,9997,1,1,1,9997,6,9997,0,1,9997,1,5,9997,0,9997,1,9997,1,9999,9999,0,1,9997,1,9997,1,1,9997,1,1,5,0,3,0,#NULL!,0,3,0,2,0,1,1,1,1,1,1,1,1,1,1
W05Q01,23236,30-Sep-13,3:19:00 AM,4329603,9997,1,1,4,0,9997,9997,1,1,1,9997,1,1,9997,1,9997,1,9997,1,9999,9999,0,1,9997,1,9997,1,1,9997,1,1,1,1,3,0,#NULL!,0,5,0,1,1,1,1,1,1,1,1,1,1,1,1
W05Q01,23241,30-Sep-13,3:24:00 AM,2675729,3,9997,0,1,1,9997,4,9997,0,4,9997,0,9997,1,1,9997,4,9997,0,9999,9999,0,1,9997,1,4,9997,0,3,9997,0,5,0,4,0,#NULL!,0,4,0,2,0,2,0,3,0,1,1,1,1,5,0
W05Q01,23242,30-Sep-13,3:25:00 AM,4373548,1,9997,1,5,0,7,9997,9997,0,3,9997,0,1,9997,1,1,9997,9997,1,9999,9999,0,9997,5,0,1,9997,1,1,9997,1,5,0,2,0,#NULL!,0,3,0,2,0,2,0,1,1,1,1,1,1,5,0
W05Q01,23244,30-Sep-13,3:26:00 AM,2818267,1,9997,1,1,1,1,9997,9997,1,1,9997,1,1,9997,1,9997,1,9997,1,9999,9999,0,9997,1,1,9997,1,1,9997,1,1,1,1,3,0,#NULL!,0,3,0,2,0,1,1,4,0,1,1,1,1,2,0
W05Q01,23246,30-Sep-13,3:27:00 AM,1591725,2,9997,0,2,0,9997,9997,1,1,9997,1,1,9997,1,1,9997,9997,5,0,9999,9999,0,9997,1,1,9997,1,1,1,9997,1,5,0,1,1,#NULL!,0,5,0,1,1,1,1,1,1,1,1,1,1,1,1
W05Q01,23247,30-Sep-13,3:28:00 AM,4235023,1,9997,1,3,0,1,9997,9997,1,9997,1,1,9997,1,1,9997,5,9997,0,9999,9999,0,1,9997,1,9997,1,1,1,9997,1,9999,0,3,0,#NULL!,0,5,0,2,0,3,0,1,1,1,1,1,1,1,1
W05Q01,23248,30-Sep-13,3:28:00 AM,4422553,1,9997,1,4,0,9997,7,9997,0,4,9997,0,1,9997,1,9997,1,9997,1,9999,9999,0,1,9997,1,1,9997,1,3,9997,0,5,0,3,0,#NULL!,0,3,0,1,1,3,0,1,1,1,1,1,1,1,1
W05Q01,23249,30-Sep-13,3:28:00 AM,4403151,1,9997,1,1,1,9997,9997,6,0,9997,1,1,9997,1,1,1,9997,9997,1,9999,9999,0,1,9997,1,1,9997,1,1,9997,1,1,1,3,0,#NULL!,0,2,0,1,1,3,0,1,1,1,1,1,1,1,1
W05Q01,23250,30-Sep-13,3:29:00 AM,3378212,1,9997,1,3,0,1,9997,9997,1,1,9997,1,5,9997,0,1,9997,9997,1,9999,9999,0,9997,1,1,1,9997,1,9997,1,1,5,0,3,0,#NULL!,0,4,0,2,0,5,0,4,0,1,1,1,1,1,1
W05Q01,23253,30-Sep-13,3:30:00 AM,4424252,9997,1,1,1,1,9997,9997,1,1,2,9997,0,5,9997,0,9997,1,9997,1,9999,9999,0,9997,1,1,1,9997,1,2,9997,0,5,0,1,1,#NULL!,0,1,1,1,1,1,1,1,1,1,1,4,0,1,1
W05Q01,23258,30-Sep-13,3:34:00 AM,29821,9997,1,1,1,1,9997,9997,1,1,1,9997,1,5,9997,0,9997,1,9997,1,9999,9999,0,1,9997,1,9997,1,1,1,9997,1,1,1,1,1,#NULL!,0,5,0,1,1,3,0,1,1,1,1,1,1,1,1
W05Q01,23261,30-Sep-13,3:35:00 AM,2188947,1,9997,1,3,0,9997,9997,6,0,9997,1,1,9997,1,1,9997,1,9997,1,9999,9999,0,1,9997,1,9997,1,1,1,9997,1,2,0,3,0,#NULL!,0,3,0,1,1,1,1,1,1,1,1,1,1,2,0
W05Q01,23263,30-Sep-13,3:37:00 AM,4430654,9997,1,1,2,0,9997,6,9997,0,9997,1,1,1,9997,1,9997,1,9997,1,9999,9999,0,1,9997,1,1,9997,1,1,9997,1,5,0,2,0,#NULL!,0,3,0,2,0,1,1,1,1,1,1,3,0,1,1
W05Q01,23264,30-Sep-13,3:38:00 AM,4137586,1,9997,1,4,0,9997,6,9997,0,9997,1,1,1,9997,1,9997,1,9997,1,9999,9999,0,1,9997,1,1,9997,1,1,9997,1,5,0,3,0,#NULL!,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1
W05Q01,23267,30-Sep-13,3:40:00 AM,3394721,9997,2,0,5,0,9997,6,9997,0,4,9997,0,1,9997,1,1,9997,9997,1,9999,9999,0,5,9997,0,1,9997,1,1,9997,1,5,0,3,0,#NULL!,0,3,0,2,0,1,1,1,1,1,1,1,1,1,1
W05Q01,23268,30-Sep-13,3:42:00 AM,4080460,1,9997,1,1,1,9997,1,9997,1,9997,1,1,1,9997,1,1,9997,9997,1,9999,9999,0,1,9997,1,9997,1,1,9997,3,0,5,0,1,1,#NULL!,0,5,0,2,0,5,0,5,0,2,0,1,1,3,0
W05Q01,23269,30-Sep-13,3:42:00 AM,4469781,1,9997,1,1,1,9997,9997,7,0,1,9997,1,9997,1,1,1,9997,9997,1,9999,9999,0,1,9997,1,1,9997,1,4,9997,0,5,0,4,0,#NULL!,0,3,0,1,1,1,1,4,0,1,1,1,1,1,1
W05Q01,23272,30-Sep-13,3:47:00 AM,4516585,9997,1,1,1,1,9997,9997,1,1,1,9997,1,9997,5,0,1,9997,9997,1,9999,9999,0,9997,1,1,9997,1,1,4,9997,0,5,0,3,0,#NULL!,0,5,0,2,0,1,1,1,1,1,1,1,1,1,1
W05Q01,23273,30-Sep-13,3:48:00 AM,3872576,1,9997,1,5,0,1,9997,9997,1,4,9997,0,9997,1,1,9997,9997,4,0,9999,9999,0,1,9997,1,1,9997,1,1,9997,1,1,1,3,0,#NULL!,0,5,0,5,0,3,0,1,1,5,0,1,1,1,1
W05Q01,23274,30-Sep-13,3:48:00 AM,4526630,1,9997,1,1,1,9997,9997,5,0,9997,1,1,1,9997,1,9997,9997,1,1,9999,9999,0,9997,5,0,1,9997,1,1,9997,1,5,0,3,0,#NULL!,0,5,0,2,0,1,1,1,1,1,1,1,1,1,1
